日期,开盘,最高,最低,收盘,成交量,成交额
2024-01-02,0.412,0.412,0.405,0.407,1038418706,422977805
2024-01-03,0.406,0.41,0.404,0.405,1257883300,510936988
2024-01-04,0.405,0.405,0.397,0.401,1586526995,634685633
2024-01-05,0.4,0.401,0.392,0.393,1823996099,722718534
2024-01-08,0.392,0.394,0.388,0.389,1215797106,475710969
2024-01-09,0.389,0.393,0.387,0.39,1417086248,552313988
2024-01-10,0.389,0.392,0.385,0.386,1307797514,507626300
2024-01-11,0.39,0.393,0.385,0.39,1334478680,519625678
2024-01-12,0.388,0.391,0.384,0.384,1356483842,525158566
2024-01-15,0.382,0.389,0.381,0.385,1124512460,433429225
2024-01-16,0.384,0.385,0.379,0.385,1434523589,548285796
2024-01-17,0.383,0.385,0.375,0.376,1393236454,528978885
2024-01-18,0.374,0.382,0.368,0.381,1968467822,734971717
2024-01-19,0.379,0.384,0.378,0.381,1267434009,483697583
2024-01-22,0.381,0.383,0.371,0.374,1486245433,561569221
2024-01-23,0.372,0.378,0.371,0.375,1371706935,513648751
2024-01-24,0.377,0.379,0.368,0.379,1370898142,512484701
2024-01-25,0.378,0.383,0.375,0.382,1801615256,683968220
2024-01-26,0.38,0.383,0.368,0.371,2265563618,854191347
2024-01-29,0.371,0.373,0.36,0.36,1979795405,724123518
2024-01-30,0.358,0.36,0.352,0.353,1804532047,642165393
2024-01-31,0.349,0.35,0.341,0.341,1880017631,647020333
2024-02-01,0.339,0.349,0.338,0.344,1758600485,604730993
2024-02-02,0.345,0.347,0.325,0.334,2032508123,683222223
2024-02-05,0.329,0.347,0.326,0.34,2369760096,794988326
2024-02-06,0.338,0.364,0.337,0.363,2471860602,877297981
2024-02-07,0.364,0.372,0.362,0.372,1558447274,574195130
2024-02-08,0.372,0.375,0.365,0.368,1216480912,447741807
2024-02-19,0.369,0.37,0.364,0.369,1369413208,502064146
2024-02-20,0.368,0.373,0.366,0.371,913548479,338176847
2024-02-21,0.369,0.379,0.368,0.375,1398584162,523895272
2024-02-22,0.374,0.376,0.372,0.376,882485489,329659055
2024-02-23,0.375,0.376,0.37,0.375,943942295,352364795
2024-02-26,0.374,0.377,0.37,0.374,1032986743,386114904
2024-02-27,0.373,0.378,0.371,0.378,1217142495,454986514
2024-02-28,0.378,0.385,0.372,0.372,2031683995,771042133
2024-02-29,0.371,0.379,0.37,0.379,1271145475,476893790
2024-03-01,0.378,0.379,0.374,0.378,958060115,361206593
2024-03-04,0.378,0.39,0.377,0.387,1676834513,645098499
2024-03-05,0.384,0.387,0.382,0.386,1197683672,461031454
2024-03-06,0.385,0.387,0.381,0.384,805004288,309101605
2024-03-07,0.379,0.38,0.369,0.369,1639162030,613482143
2024-03-08,0.369,0.374,0.367,0.37,1031149029,381525245
2024-03-11,0.37,0.38,0.369,0.38,1530594503,574308503
2024-03-12,0.381,0.39,0.381,0.389,1788929865,691937198
2024-03-13,0.389,0.389,0.383,0.385,1193926800,460253968
2024-03-14,0.397,0.399,0.383,0.387,1662124415,650458449
2024-03-15,0.384,0.39,0.38,0.384,986604893,378689882
2024-03-18,0.383,0.386,0.378,0.386,1151293596,439955124
2024-03-19,0.384,0.385,0.38,0.381,1125575493,430080035
2024-03-20,0.38,0.381,0.376,0.379,1092254329,413130589
2024-03-21,0.379,0.38,0.375,0.376,938652516,353948750
2024-03-22,0.375,0.375,0.368,0.371,1341297920,496901073
2024-03-25,0.371,0.375,0.368,0.369,845807847,314117651
2024-03-26,0.368,0.369,0.365,0.367,1004518098,368101070
2024-03-27,0.367,0.369,0.363,0.363,879169189,321665948
2024-03-28,0.363,0.368,0.361,0.365,951649833,346680568
2024-03-29,0.363,0.365,0.36,0.363,829786555,300226311
2024-04-01,0.363,0.369,0.362,0.369,1055754713,386854380
2024-04-02,0.368,0.368,0.362,0.363,1094969204,398088614
2024-04-03,0.362,0.365,0.36,0.361,1187526677,429562974
2024-04-08,0.359,0.359,0.354,0.354,1049672465,373865136
2024-04-09,0.356,0.361,0.352,0.361,1268463700,452699323
2024-04-10,0.359,0.36,0.354,0.355,875849538,312422050
2024-04-11,0.353,0.356,0.351,0.353,1248938480,441196770
2024-04-12,0.352,0.355,0.348,0.348,877523400,307647093
2024-04-15,0.348,0.356,0.348,0.352,1139566756,401416225
2024-04-16,0.35,0.352,0.347,0.348,993026900,346662915
2024-04-17,0.348,0.354,0.346,0.354,1445503944,507639734
2024-04-18,0.353,0.356,0.35,0.35,1175534279,414904496
2024-04-19,0.349,0.349,0.344,0.347,1010088531,350270422
2024-04-22,0.347,0.352,0.347,0.349,767671572,268074032
2024-04-23,0.348,0.354,0.345,0.353,1592988163,557345721
2024-04-24,0.352,0.352,0.349,0.351,975721741,341665757
2024-04-25,0.349,0.355,0.348,0.351,996972147,350336873
2024-04-26,0.35,0.36,0.35,0.359,1630733467,580327259
2024-04-29,0.359,0.372,0.359,0.369,2070551570,759889036
2024-04-30,0.368,0.371,0.366,0.368,1194196778,439912231
2024-05-06,0.372,0.379,0.371,0.377,1536747830,577464191
2024-05-07,0.378,0.378,0.375,0.377,902684100,340138560
2024-05-08,0.376,0.377,0.371,0.372,1005744351,375080150
2024-05-09,0.371,0.375,0.37,0.373,1105173630,412058735
2024-05-10,0.374,0.375,0.369,0.371,816178988,303141670
2024-05-13,0.374,0.375,0.369,0.371,993469000,369608661
2024-05-14,0.371,0.378,0.37,0.376,1300331465,488195738
2024-05-15,0.375,0.375,0.369,0.37,855679779,317961359
2024-05-16,0.371,0.372,0.367,0.369,1115177993,412784247
2024-05-17,0.37,0.372,0.365,0.369,1361322869,500202358
2024-05-20,0.368,0.37,0.366,0.369,1169966424,430609864
2024-05-21,0.368,0.368,0.363,0.365,827977624,302593946
2024-05-22,0.365,0.366,0.362,0.364,968879600,352156279
2024-05-23,0.363,0.364,0.359,0.359,974457097,351369365
2024-05-24,0.359,0.361,0.355,0.355,1262486103,450901169
2024-05-27,0.355,0.358,0.352,0.357,920094687,326533534
2024-05-28,0.356,0.358,0.353,0.355,824425100,293121810
2024-05-29,0.355,0.357,0.353,0.355,711146673,252483399
2024-05-30,0.355,0.356,0.351,0.353,809086972,285832278
2024-05-31,0.355,0.357,0.351,0.352,843108343,298235855
2024-06-03,0.351,0.353,0.348,0.35,1047899500,366759737
2024-06-04,0.349,0.357,0.349,0.357,1285806120,455239996
2024-06-05,0.356,0.36,0.355,0.357,960431200,343643475
2024-06-06,0.358,0.358,0.353,0.353,939980100,333926539
2024-06-07,0.355,0.356,0.35,0.352,898539020,316831868
2024-06-11,0.351,0.354,0.348,0.353,944100700,331226049
2024-06-12,0.353,0.356,0.35,0.354,1185091672,418312535
2024-06-13,0.354,0.354,0.348,0.349,1117636300,391486417
2024-06-14,0.348,0.349,0.342,0.347,1516238600,523198332
2024-06-17,0.345,0.348,0.344,0.347,731171500,253092653
2024-06-18,0.347,0.348,0.343,0.343,1065755056,367585402
2024-06-19,0.344,0.345,0.34,0.341,851960549,291295575
2024-06-20,0.341,0.343,0.335,0.336,1202789009,406954189
2024-06-21,0.335,0.336,0.331,0.334,1074249690,358354383
2024-06-24,0.333,0.335,0.33,0.331,1216124291,404490135
2024-06-25,0.332,0.333,0.328,0.329,1092393600,361066358
2024-06-26,0.33,0.335,0.328,0.334,1128529000,374080937
