日期,prevclose,开盘,最高,最低,收盘,成交量,成交额
2026-01-05,,3.215,3.281,3.21,3.281,1093577125,3551323048
2026-01-06,,3.278,3.305,3.249,3.303,1317059779,4324236362
2026-01-07,,3.311,3.336,3.281,3.311,1227046740,4059296356
2026-01-08,,3.291,3.313,3.27,3.287,1103912963,3632320850
2026-01-09,,3.269,3.315,3.253,3.314,1545146254,5087072562
2026-01-12,,3.314,3.387,3.267,3.371,2193720124,7314374488
2026-01-13,,3.372,3.402,3.291,3.306,1931467280,6466148012
2026-01-14,,3.307,3.388,3.292,3.332,2874007868,9606956789
2026-01-15,,3.306,3.359,3.293,3.352,3886523269,12904865517
2026-01-16,,3.382,3.394,3.337,3.346,4092518760,13720977212
2026-01-19,,3.327,3.369,3.31,3.318,1943741767,6480798730
2026-01-20,,3.319,3.335,3.242,3.263,2328267455,7628206634
2026-01-21,,3.243,3.315,3.242,3.281,1195061529,3933094023
2026-01-22,,3.298,3.323,3.264,3.315,1791980017,5894354074
2026-01-23,,3.322,3.337,3.304,3.337,907993890,3018742908
2026-01-26,,3.352,3.355,3.292,3.305,1678245655,5559095524
2026-01-27,,3.31,3.352,3.263,3.327,1765271470,5853388037
2026-01-28,,3.342,3.345,3.29,3.307,1949640170,6465046669
2026-01-29,,3.297,3.342,3.284,3.292,1626118743,5378675115
2026-01-30,,3.286,3.355,3.241,3.335,1291838077,4271421135
2026-02-02,,3.338,3.376,3.248,3.252,1148759349,3801816673
2026-02-03,,3.302,3.32,3.238,3.313,1201589298,3952454659
2026-02-04,,3.29,3.307,3.233,3.297,1179786209,3852326602
2026-02-05,,3.264,3.278,3.227,3.238,985289360,3200834323
2026-02-06,,3.21,3.275,3.187,3.229,878530633,2843474221
2026-02-09,,3.288,3.327,3.263,3.321,989621332,3265112642
2026-02-10,,3.327,3.335,3.307,3.311,538115550,1786183382
2026-02-11,,3.3,3.312,3.272,3.273,811867303,2669085869
2026-02-12,,3.28,3.323,3.277,3.319,951628247,3145580564
2026-02-13,,3.303,3.313,3.263,3.265,935966363,3077154441
2026-02-24,,3.318,3.331,3.282,3.295,924963954,3059400028
2026-02-25,,3.301,3.352,3.293,3.344,1102226404,3669068170
2026-02-26,,3.338,3.343,3.301,3.336,891284310,2959414787
2026-02-27,,3.31,3.317,3.283,3.301,1270882079,4189212907
2026-03-02,,3.251,3.308,3.25,3.282,1691759057,5551369279
2026-03-03,,3.303,3.32,3.198,3.205,1675116860,5460114838
2026-03-04,,3.17,3.207,3.138,3.154,1404622762,4453321263
2026-03-05,,3.216,3.254,3.183,3.206,1591868255,5123994849
2026-03-06,,3.191,3.238,3.169,3.225,859446068,2755966768
2026-03-09,,3.183,3.21,3.1,3.201,1371918888,4311143644
2026-03-10,,3.267,3.298,3.252,3.296,1240933559,4069373222
2026-03-11,,3.303,3.377,3.303,3.335,1073178339,3585290331
