日期,prevclose,开盘,最高,最低,收盘,成交量,成交额
2024-01-02,,2.931,2.983,2.93,2.97,145816989,432515576
2024-01-03,,2.968,3.014,2.965,3.01,244179313,733444176
2024-01-04,,3.008,3.04,3.003,3.034,246967953,747167919
2024-01-05,,3.03,3.087,3.026,3.044,321240200,984456676
2024-01-08,,3.04,3.042,3.013,3.015,119728400,362024466
2024-01-09,,3.014,3.042,2.991,3.038,107309100,324000371
2024-01-10,,3.026,3.045,3.019,3.023,85594400,258955427
2024-01-11,,3.02,3.02,2.991,2.995,110549200,331815755
2024-01-12,,2.995,3.017,2.99,3.01,112794000,339434882
2024-01-15,,3.0,3.025,2.99,3.024,53472700,161052976
2024-01-16,,3.022,3.036,3.009,3.034,106610355,322106829
2024-01-17,,3.032,3.042,2.993,2.997,102852200,310917036
2024-01-18,,2.993,2.993,2.9,2.972,291413900,857370693
2024-01-19,,2.967,2.975,2.941,2.95,133033264,393130633
2024-01-22,,2.95,2.952,2.842,2.881,306073753,885868183
2024-01-23,,2.779,2.779,2.71,2.768,302400943,829643281
2024-01-24,,2.773,2.845,2.766,2.836,162034243,452951071
2024-01-25,,2.836,2.91,2.836,2.908,182523900,526075343
2024-01-26,,2.905,2.955,2.901,2.949,201314024,590150297
2024-01-29,,2.953,2.987,2.95,2.964,181188403,537473140
2024-01-30,,2.95,2.978,2.925,2.93,222367359,655604462
2024-01-31,,2.924,2.96,2.913,2.934,139043363,408451765
2024-02-01,,2.923,2.926,2.894,2.904,103071600,299953702
2024-02-02,,2.902,2.953,2.851,2.912,310794398,907374977
2024-02-05,,2.896,2.94,2.861,2.918,193436841,561841598
2024-02-06,,2.91,2.977,2.888,2.96,220979100,649425457
2024-02-07,,2.959,3.006,2.931,3.004,211241868,629229074
2024-02-08,,3.003,3.028,2.988,3.005,157435563,473782142
2024-02-19,,3.007,3.079,2.983,3.075,209851897,638557517
2024-02-20,,3.063,3.127,3.056,3.119,207746746,645505995
2024-02-21,,3.111,3.154,3.102,3.112,217641302,681530656
2024-02-22,,3.107,3.172,3.105,3.17,175098700,551476051
2024-02-23,,3.168,3.187,3.141,3.152,176915000,558730587
2024-02-26,,3.151,3.151,3.07,3.083,195111634,606051288
2024-02-27,,3.071,3.109,3.061,3.1,97814640,302095035
2024-02-28,,3.1,3.125,3.076,3.094,122426679,379135091
2024-02-29,,3.076,3.114,3.072,3.112,98182151,303902063
2024-03-01,,3.106,3.125,3.098,3.107,137353950,427297985
2024-03-04,,3.108,3.136,3.093,3.134,109761600,342053833
2024-03-05,,3.128,3.157,3.119,3.155,100365293,315548619
2024-03-06,,3.151,3.181,3.148,3.153,85032795,269154706
