code,date,action,shares,price,cash_after,holding_after,reason
159915,2024-01-25,BUY_HALF,29800,1.675,50070.03,29800,低位MACD且上穿MA5
159915,2024-01-26,SELL_ALL,29800,1.637,98837.99,0,跌破MA17清仓
159915,2024-02-06,BUY_HALF,30400,1.623,49483.99,30400,低位MACD且上穿MA5
159915,2024-02-07,BUY_FULL,29800,1.66,1.15,60200,次日仍站上MA5
159915,2024-03-25,SELL_ALL,60200,1.781,107185.18,0,跌破MA17清仓
159915,2024-04-17,BUY_HALF,30600,1.747,53710.95,30600,低位MACD且上穿MA5
159915,2024-04-18,SELL_ALL,30600,1.738,106877.79,0,跌破MA17清仓
159915,2024-04-24,BUY_HALF,31000,1.719,53572.8,31000,低位MACD且上穿MA5
159915,2024-04-25,SELL_ALL,31000,1.716,106752.85,0,跌破MA17清仓
159915,2024-06-14,BUY_HALF,30300,1.756,53530.08,30300,低位MACD且上穿MA5
159915,2024-06-17,SELL_ALL,30300,1.768,107084.41,0,跌破MA17清仓
159915,2024-07-09,BUY_HALF,33000,1.62,53608.37,33000,低位MACD且上穿MA5
159915,2024-07-10,SELL_ALL,33000,1.618,106986.36,0,跌破MA17清仓
159915,2024-07-31,BUY_HALF,32200,1.658,53582.74,32200,低位MACD且上穿MA5
159915,2024-08-01,SELL_ALL,32200,1.636,106246.14,0,跌破MA17清仓
159915,2024-08-13,BUY_HALF,33600,1.578,53209.43,33600,低位MACD且上穿MA5
159915,2024-08-14,SELL_ALL,33600,1.555,105441.76,0,跌破MA17清仓
159915,2024-08-29,BUY_HALF,34800,1.513,52773.56,34800,低位MACD且上穿MA5
159915,2024-08-30,BUY_FULL,33900,1.552,144.98,68700,次日仍站上MA5
159915,2024-09-02,SELL_ALL,68700,1.507,103644.82,0,跌破MA17清仓
159915,2024-09-03,BUY_HALF,33900,1.525,51931.81,33900,低位MACD且上穿MA5
159915,2024-09-04,SELL_ALL,33900,1.525,103613.8,0,跌破MA17清仓
159915,2024-09-11,BUY_HALF,33800,1.528,51951.9,33800,低位MACD且上穿MA5
159915,2024-09-12,BUY_FULL,34000,1.525,86.35,67800,次日仍站上MA5
159915,2024-09-13,SELL_ALL,67800,1.509,102365.86,0,跌破MA17清仓
159915,2024-09-19,BUY_HALF,33600,1.519,51312.15,33600,低位MACD且上穿MA5
159915,2024-09-20,SELL_ALL,33600,1.508,101965.74,0,跌破MA17清仓
159915,2024-09-24,BUY_HALF,32100,1.587,51007.76,32100,低位MACD且上穿MA5
159915,2024-09-25,BUY_FULL,31600,1.61,116.5,63700,次日仍站上MA5
159915,2024-10-29,SELL_ALL,63700,2.135,136075.2,0,跌破MA17清仓
159915,2025-01-14,BUY_HALF,33400,2.036,68052.4,33400,低位MACD且上穿MA5
159915,2025-01-15,SELL_ALL,33400,1.999,134798.97,0,跌破MA17清仓
159915,2025-01-24,BUY_HALF,32300,2.084,67465.57,32300,低位MACD且上穿MA5
159915,2025-02-28,SELL_ALL,32300,2.128,136179.35,0,跌破MA17清仓
159915,2025-04-10,BUY_HALF,36500,1.863,68159.45,36500,低位MACD且上穿MA5
159915,2025-04-11,SELL_ALL,36500,1.892,137196.74,0,跌破MA17清仓
159915,2025-04-21,BUY_HALF,35900,1.908,68678.99,35900,低位MACD且上穿MA5
159915,2025-04-22,SELL_ALL,35900,1.899,136832.64,0,跌破MA17清仓
159915,2025-04-30,BUY_HALF,35600,1.921,68424.52,35600,低位MACD且上穿MA5
159915,2025-05-06,BUY_FULL,34900,1.958,69.82,70500,次日仍站上MA5
159915,2025-05-26,SELL_ALL,70500,1.977,139406.51,0,跌破MA17清仓
159915,2025-05-29,BUY_HALF,35000,1.989,69770.62,35000,低位MACD且上穿MA5
159915,2025-05-30,SELL_ALL,35000,1.972,138769.91,0,跌破MA17清仓
159915,2025-06-24,BUY_HALF,33900,2.044,69457.53,33900,低位MACD且上穿MA5
159915,2025-06-25,BUY_FULL,32900,2.109,50.61,66800,次日仍站上MA5
159915,2025-10-10,SELL_ALL,66800,3.095,206734.59,0,跌破MA17清仓
159915,2025-11-26,BUY_HALF,34100,3.027,103482.92,34100,低位MACD且上穿MA5
159915,2025-11-27,SELL_ALL,34100,3.012,206161.31,0,跌破MA17清仓
159915,2025-12-04,BUY_HALF,33700,3.051,103311.76,33700,低位MACD且上穿MA5
159915,2025-12-05,BUY_FULL,33400,3.089,108.21,67100,次日仍站上MA5
159915,2025-12-16,SELL_ALL,67100,3.06,205372.61,0,跌破MA17清仓
159915,2026-02-12,BUY_HALF,30900,3.319,102784.75,30900,低位MACD且上穿MA5
159915,2026-02-13,SELL_ALL,30900,3.265,203642.98,0,跌破MA17清仓
159915,2026-03-06,BUY_HALF,31500,3.225,102025.0,31500,低位MACD且上穿MA5
159915,2026-03-09,SELL_ALL,31500,3.201,202826.25,0,跌破MA17清仓
159915,2026-03-25,BUY_HALF,30600,3.307,101601.7,30600,低位MACD且上穿MA5
159915,2026-03-26,SELL_ALL,30600,3.263,201419.54,0,跌破MA17清仓
159915,2026-03-27,BUY_HALF,30500,3.293,100952.91,30500,低位MACD且上穿MA5
159915,2026-03-30,SELL_ALL,30500,3.264,200475.04,0,跌破MA17清仓
159915,2026-04-08,BUY_HALF,29900,3.345,100429.54,29900,低位MACD且上穿MA5
159915,2026-04-09,BUY_FULL,30200,3.32,135.46,60100,次日仍站上MA5
159915,2026-06-01,SELL_ALL,60100,3.964,238300.39,0,跌破MA17清仓
