code,date,action,shares,price,cash_after,holding_after,reason
588000,2024-01-25,BUY_HALF,62100,0.804,50056.62,62100,低位MACD且上穿MA5
588000,2024-01-26,SELL_ALL,62100,0.785,98790.5,0,跌破MA17清仓
588000,2024-02-06,BUY_HALF,65200,0.757,49419.29,65200,低位MACD且上穿MA5
588000,2024-02-07,BUY_FULL,63500,0.777,64.99,128700,次日仍站上MA5
588000,2024-03-21,SELL_ALL,128700,0.846,108912.52,0,跌破MA17清仓
588000,2024-04-15,BUY_HALF,69300,0.785,54495.7,69300,低位MACD且上穿MA5
588000,2024-04-16,SELL_ALL,69300,0.768,107702.14,0,跌破MA17清仓
588000,2024-04-17,BUY_HALF,68500,0.785,53913.51,68500,低位MACD且上穿MA5
588000,2024-04-18,SELL_ALL,68500,0.781,107395.96,0,跌破MA17清仓
588000,2024-04-24,BUY_HALF,69400,0.773,53733.66,69400,低位MACD且上穿MA5
588000,2024-04-25,SELL_ALL,69400,0.768,107016.87,0,跌破MA17清仓
588000,2024-05-17,BUY_HALF,67700,0.79,53517.83,67700,低位MACD且上穿MA5
588000,2024-05-20,SELL_ALL,67700,0.789,106917.1,0,跌破MA17清仓
588000,2024-05-22,BUY_HALF,67700,0.789,53485.78,67700,低位MACD且上穿MA5
588000,2024-05-23,SELL_ALL,67700,0.777,106072.9,0,跌破MA17清仓
588000,2024-05-30,BUY_HALF,68200,0.777,53065.6,68200,低位MACD且上穿MA5
588000,2024-05-31,SELL_ALL,68200,0.778,106109.28,0,跌破MA17清仓
588000,2024-06-11,BUY_HALF,66700,0.794,53133.59,66700,低位MACD且上穿MA5
588000,2024-06-12,BUY_FULL,66900,0.793,65.98,133600,次日仍站上MA5
588000,2024-06-24,SELL_ALL,133600,0.774,103441.36,0,跌破MA17清仓
588000,2024-07-09,BUY_HALF,69600,0.742,51782.66,69600,低位MACD且上穿MA5
588000,2024-07-10,SELL_ALL,69600,0.743,103479.95,0,跌破MA17清仓
588000,2024-07-31,BUY_HALF,66400,0.778,51805.25,66400,低位MACD且上穿MA5
588000,2024-08-01,BUY_FULL,66900,0.774,9.12,133300,次日仍站上MA5
588000,2024-08-05,SELL_ALL,133300,0.738,98355.01,0,跌破MA17清仓
588000,2024-08-13,BUY_HALF,65900,0.746,49178.86,65900,低位MACD且上穿MA5
588000,2024-08-14,SELL_ALL,65900,0.736,97666.71,0,跌破MA17清仓
588000,2024-08-15,BUY_HALF,65700,0.743,48836.96,65700,低位MACD且上穿MA5
588000,2024-08-16,SELL_ALL,65700,0.74,97440.38,0,跌破MA17清仓
588000,2024-08-29,BUY_HALF,68300,0.713,48727.87,68300,低位MACD且上穿MA5
588000,2024-08-30,SELL_ALL,68300,0.728,98435.35,0,跌破MA17清仓
588000,2024-09-24,BUY_HALF,70300,0.699,49280.91,70300,低位MACD且上穿MA5
588000,2024-09-25,BUY_FULL,70300,0.7,56.15,140600,次日仍站上MA5
588000,2024-10-30,SELL_ALL,140600,1.008,141738.43,0,跌破MA17清仓
588000,2025-01-14,BUY_HALF,68300,1.037,70890.08,68300,低位MACD且上穿MA5
588000,2025-01-15,SELL_ALL,68300,1.032,141354.53,0,跌破MA17清仓
588000,2025-01-21,BUY_HALF,68500,1.031,70709.85,68500,低位MACD且上穿MA5
588000,2025-01-22,BUY_FULL,68600,1.029,99.27,137100,次日仍站上MA5
588000,2025-01-27,SELL_ALL,137100,1.009,138391.67,0,跌破MA17清仓
588000,2025-02-05,BUY_HALF,66700,1.037,69203.02,66700,低位MACD且上穿MA5
588000,2025-02-06,BUY_FULL,64800,1.067,40.68,131500,次日仍站上MA5
588000,2025-03-13,SELL_ALL,131500,1.126,148065.26,0,跌破MA17清仓
588000,2025-04-09,BUY_HALF,71900,1.028,74129.88,71900,低位MACD且上穿MA5
588000,2025-04-10,SELL_ALL,71900,1.042,149027.21,0,跌破MA17清仓
588000,2025-04-21,BUY_HALF,69600,1.07,74532.86,69600,低位MACD且上穿MA5
588000,2025-04-22,BUY_FULL,69800,1.066,103.74,139400,次日仍站上MA5
588000,2025-05-09,SELL_ALL,139400,1.056,147265.98,0,跌破MA17清仓
588000,2025-05-14,BUY_HALF,69100,1.065,73652.4,69100,低位MACD且上穿MA5
588000,2025-05-15,SELL_ALL,69100,1.05,146185.64,0,跌破MA17清仓
588000,2025-05-29,BUY_HALF,70200,1.04,73155.73,70200,低位MACD且上穿MA5
588000,2025-05-30,SELL_ALL,70200,1.03,145440.04,0,跌破MA17清仓
588000,2025-06-03,BUY_HALF,70300,1.034,72728.04,70300,低位MACD且上穿MA5
588000,2025-06-04,SELL_ALL,70300,1.04,145818.1,0,跌破MA17清仓
588000,2025-06-24,BUY_HALF,70800,1.029,72943.05,70800,低位MACD且上穿MA5
588000,2025-06-25,BUY_FULL,69500,1.048,85.2,140300,次日仍站上MA5
588000,2025-07-07,SELL_ALL,140300,1.029,144410.58,0,跌破MA17清仓
588000,2025-08-12,BUY_HALF,64200,1.124,72228.14,64200,低位MACD且上穿MA5
588000,2025-08-13,BUY_FULL,63700,1.133,34.38,127900,次日仍站上MA5
588000,2025-09-04,SELL_ALL,127900,1.282,163952.99,0,跌破MA17清仓
588000,2025-11-26,BUY_HALF,59200,1.382,82114.05,59200,低位MACD且上穿MA5
588000,2025-11-27,SELL_ALL,59200,1.379,163726.36,0,跌破MA17清仓
588000,2025-12-04,BUY_HALF,58700,1.394,81874.01,58700,低位MACD且上穿MA5
588000,2025-12-05,SELL_ALL,58700,1.394,163677.26,0,跌破MA17清仓
588000,2025-12-12,BUY_HALF,57600,1.418,81975.96,57600,低位MACD且上穿MA5
