date,cash,shares,close,equity,position_ratio,ma5,ma17,diff,dea,macd_hist,action,reason
2024-01-03,100000.0,0,1.787,100000.0,0.0,,,,,,,
2024-01-04,100000.0,0,1.754,100000.0,0.0,,,,,,,
2024-01-05,100000.0,0,1.728,100000.0,0.0,,,,,,,
2024-01-08,100000.0,0,1.699,100000.0,0.0,,,,,,,
2024-01-09,100000.0,0,1.706,100000.0,0.0,,,,,,,
2024-01-10,100000.0,0,1.698,100000.0,0.0,,,,,,,
2024-01-11,100000.0,0,1.732,100000.0,0.0,,,,,,,
2024-01-12,100000.0,0,1.714,100000.0,0.0,,,,,,,
2024-01-15,100000.0,0,1.698,100000.0,0.0,,,,,,,
2024-01-16,100000.0,0,1.708,100000.0,0.0,,,,,,,
2024-01-17,100000.0,0,1.656,100000.0,0.0,,,,,,,
2024-01-18,100000.0,0,1.683,100000.0,0.0,,,,,,,
2024-01-19,100000.0,0,1.669,100000.0,0.0,,,,,,,
2024-01-22,100000.0,0,1.623,100000.0,0.0,,,,,,,
2024-01-23,100000.0,0,1.642,100000.0,0.0,,,,,,,
2024-01-24,100000.0,0,1.65,100000.0,0.0,1.6534,1.7031176470588234,-0.03878455800998126,-0.03200893437470266,-0.013551247270557204,,
2024-01-25,50070.0255,29800,1.675,99985.0255,0.4992247564111488,1.6518000000000002,1.6954117647058824,-0.0363822082248042,-0.032883589144722974,-0.006997238160162456,BUY_HALF,低位MACD且上穿MA5
2024-01-26,98837.99072,0,1.637,98837.99072,0.0,1.6454,1.6865882352941177,-0.03711675231647682,-0.03373022177907375,-0.006773061074806144,SELL_ALL,跌破MA17清仓
2024-01-29,98837.99072,0,1.58,98837.99072,0.0,1.6368000000000003,1.6763529411764704,-0.04181627543882449,-0.035347432511023895,-0.012937685855601191,,
2024-01-30,98837.99072,0,1.544,98837.99072,0.0,1.6172,1.665529411764706,-0.047893494119423785,-0.03785664483270387,-0.020073698573439824,,
2024-01-31,98837.99072,0,1.533,98837.99072,0.0,1.5938,1.655764705882353,-0.052986545859273315,-0.04088262503801776,-0.024207841642511108,,
2024-02-01,98837.99072,0,1.548,98837.99072,0.0,1.5684,1.6464705882352941,-0.055176412084405824,-0.04374138244729538,-0.022870059274220894,,
2024-02-02,98837.99072,0,1.508,98837.99072,0.0,1.5426,1.6352941176470586,-0.05945421141082674,-0.04688394824000165,-0.025140526341650177,,
2024-02-05,98837.99072,0,1.527,98837.99072,0.0,1.532,1.6232352941176469,-0.06061255320319847,-0.04962966923264102,-0.021965767941114905,,
2024-02-06,49483.98896000001,30400,1.623,98823.18896,0.4992674342858,1.5477999999999998,1.6178823529411765,-0.05317122494134496,-0.050337980374381815,-0.005666489133926297,BUY_HALF,低位MACD且上穿MA5
2024-02-07,1.1485600000087288,60200,1.66,99933.14856,0.9999885067165745,1.5732,1.6156470588235294,-0.043783617614350456,-0.04902710782237554,0.010486980416050173,BUY_FULL,次日仍站上MA5
2024-02-08,1.1485600000087288,60200,1.681,101197.34856000001,0.999988650295523,1.5997999999999999,1.6140588235294118,-0.03425448232836481,-0.046072582723573396,0.023636200790417172,,
2024-02-19,1.1485600000087288,60200,1.697,102160.54856000002,0.9999887573039083,1.6376000000000002,1.616470588235294,-0.025121917846998798,-0.041882449748258485,0.033521063802519374,,
2024-02-20,1.1485600000087288,60200,1.696,102100.34856000001,0.9999887506750348,1.6713999999999998,1.6172352941176469,-0.01776025715251528,-0.037058011229109844,0.03859550815318913,,
2024-02-21,1.1485600000087288,60200,1.703,102521.74856,0.9999887969136683,1.6874000000000002,1.619235294117647,-0.011231773620911323,-0.03189276370747014,0.04132198017311764,,
2024-02-22,1.1485600000087288,60200,1.71,102943.14856,0.9999888427737439,1.6974,1.6243529411764703,-0.005430462892493493,-0.02660030354447481,0.04233968130396264,,
2024-02-23,1.1485600000087288,60200,1.709,102882.94856000002,0.9999888362453051,1.703,1.6282941176470587,-0.0009031628871232211,-0.021460875413004493,0.04111542505176254,,
2024-02-26,1.1485600000087288,60200,1.704,102581.94856000002,0.9999888034881756,1.7044000000000001,1.631470588235294,0.002255299087307705,-0.016717640512942056,0.03794587920049952,,
2024-02-27,1.1485600000087288,60200,1.746,105110.34856000001,0.9999890728171322,1.7144000000000001,1.6356470588235295,0.008054603493630408,-0.011763191711627563,0.03963559041051594,,
2024-02-28,1.1485600000087288,60200,1.701,102401.34856000001,0.9999887837414627,1.714,1.6394117647058821,0.008916684114041118,-0.007627216546493828,0.03308780132106989,,
2024-02-29,1.1485600000087288,60200,1.761,106013.34856000001,0.9999891658926389,1.7242000000000002,1.6500588235294118,0.014276813556083567,-0.003246410525978349,0.03504644816412383,,
2024-03-01,1.1485600000087288,60200,1.775,106856.14856,0.9999892513438349,1.7373999999999998,1.6636470588235295,0.01943045555704459,0.0012889626906262388,0.036282985732836705,,
2024-03-04,1.1485600000087288,60200,1.783,107337.74856,0.9999892995706038,1.7532,1.6783529411764706,0.023884956206720043,0.005808161393844999,0.03615358962575009,,
2024-03-05,1.1485600000087288,60200,1.78,107157.14856,0.9999892815363657,1.7599999999999998,1.692,0.02686344012077657,0.010019217139231314,0.033688445963090514,,
2024-03-06,1.1485600000087288,60200,1.782,107277.54856000002,0.9999892935659378,1.7762,1.7081176470588235,0.02905041822870391,0.013825457357125835,0.030449921743156153,,
2024-03-07,1.1485600000087288,60200,1.742,104869.54856,0.9999890477262868,1.7724,1.720764705882353,0.027241920527180108,0.01650874999113669,0.021466341072086836,,
2024-03-08,1.1485600000087288,60200,1.756,105712.34856000001,0.999989135044149,1.7686,1.7285882352941175,0.026631366253597077,0.01853327324362877,0.016196186019936616,,
2024-03-11,1.1485600000087288,60200,1.84,110769.14856,0.9999896310478601,1.78,1.7391764705882353,0.03255037511328429,0.021336693617559875,0.022427362991448832,,
2024-03-12,1.1485600000087288,60200,1.851,111431.34856000001,0.9999896926671457,1.7942,1.749176470588235,0.037694323648785,0.0246082196238049,0.026172208049960198,,
2024-03-13,1.1485600000087288,60200,1.841,110829.34856000001,0.9999896366800406,1.8060000000000003,1.7576470588235293,0.04049719701820842,0.027786015102685607,0.025422363831045625,,
2024-03-14,1.1485600000087288,60200,1.832,110287.54856000002,0.9999895857690645,1.8239999999999998,1.7656470588235296,0.04151372519062613,0.030531557120273712,0.02196433614070483,,
2024-03-15,1.1485600000087288,60200,1.833,110347.74856,0.9999895914505279,1.8394000000000001,1.7732941176470587,0.04191683159134518,0.03280861201448801,0.018216439153714348,,
2024-03-18,1.1485600000087288,60200,1.875,112876.14856,0.9999898245996638,1.8464000000000003,1.783,0.045105398354400306,0.035267969282470474,0.019674858143859664,,
2024-03-19,1.1485600000087288,60200,1.853,111551.74856,0.9999897037920532,1.8468,1.7914705882352941,0.0453345558085958,0.03728128658769554,0.016106538441800516,,
2024-03-20,1.1485600000087288,60200,1.856,111732.34856000001,0.9999897204344597,1.8498,1.8004117647058824,0.0452367782492491,0.038872384920006255,0.012728786658485688,,
2024-03-21,1.1485600000087288,60200,1.846,111130.34856000001,0.9999896647494146,1.8526,1.8062941176470586,0.04384693226116543,0.03986729438823809,0.007959275745854671,,
2024-03-22,1.1485600000087288,60200,1.817,109384.54856,0.9999894997966795,1.8494,1.8131176470588235,0.039944951133622064,0.039882825737314886,0.00012425079261435545,,
2024-03-25,107185.18370000002,0,1.781,107185.18370000002,0.0,1.8306,1.8142941176470588,0.03356083542248567,0.038618427674349046,-0.010115184503726754,SELL_ALL,跌破MA17清仓
2024-03-26,107185.18370000002,0,1.792,107185.18370000002,0.0,1.8184,1.8152941176470587,0.02905406857846149,0.03670555585517153,-0.015302974553420085,,
2024-03-27,107185.18370000002,0,1.742,107185.18370000002,0.0,1.7955999999999999,1.8128823529411764,0.02120342140917253,0.03360512896597173,-0.024803415113598404,,
2024-03-28,107185.18370000002,0,1.758,107185.18370000002,0.0,1.778,1.8115882352941177,0.01608734831176184,0.030101572835129754,-0.028028449046735827,,
2024-03-29,107185.18370000002,0,1.768,107185.18370000002,0.0,1.7681999999999998,1.810764705882353,0.012693418126477063,0.026619941893399217,-0.027853047533844308,,
2024-04-01,107185.18370000002,0,1.822,107185.18370000002,0.0,1.7764,1.8154705882352942,0.014197393985567519,0.024135432311832877,-0.019876076652530716,,
2024-04-02,107185.18370000002,0,1.808,107185.18370000002,0.0,1.7795999999999998,1.8185294117647057,0.014097119869634689,0.02212776982339324,-0.016061299907517104,,
2024-04-03,107185.18370000002,0,1.79,107185.18370000002,0.0,1.7892,1.8155882352941177,0.012422009153508995,0.020186617689416392,-0.015529217071814795,,
2024-04-08,107185.18370000002,0,1.758,107185.18370000002,0.0,1.7892,1.8101176470588236,0.008415332562202504,0.017832360663973614,-0.01883405620354222,,
2024-04-09,107185.18370000002,0,1.777,107185.18370000002,0.0,1.791,1.8063529411764707,0.006695966770583928,0.015605081885295677,-0.0178182302294235,,
2024-04-10,107185.18370000002,0,1.739,107185.18370000002,0.0,1.7744,1.8008823529411764,0.0022412389649504316,0.012932313301226628,-0.021382148672552392,,
2024-04-11,107185.18370000002,0,1.731,107185.18370000002,0.0,1.759,1.7948823529411766,-0.001912650215702083,0.009963320597840886,-0.023751941627085937,,
2024-04-12,107185.18370000002,0,1.713,107185.18370000002,0.0,1.7436,1.7853529411764708,-0.0065812226482280245,0.006654411948627105,-0.02647126919371026,,
2024-04-15,107185.18370000002,0,1.746,107185.18370000002,0.0,1.7412000000000003,1.7790588235294118,-0.00753145777173736,0.0038172380045542117,-0.022697391552583143,,
2024-04-16,107185.18370000002,0,1.713,107185.18370000002,0.0,1.7284000000000002,1.7706470588235295,-0.010822594033498278,0.0008892715969437137,-0.023423731260883984,,
2024-04-17,53710.94624000002,30600,1.747,107169.14624000003,0.49882080687927655,1.73,1.764823529411765,-0.01056553447751618,-0.0014016896179482653,-0.018327689719135832,BUY_HALF,低位MACD且上穿MA5
2024-04-18,106877.79140000002,0,1.738,106877.79140000002,0.0,1.7314,1.7601764705882355,-0.01096167830713135,-0.0033136873557848825,-0.015295981902692936,SELL_ALL,跌破MA17清仓
2024-04-19,106877.79140000002,0,1.705,106877.79140000002,0.0,1.7298000000000002,1.7557058823529412,-0.013779606625979213,-0.005406871209823749,-0.016745470832310927,,
2024-04-22,106877.79140000002,0,1.703,106877.79140000002,0.0,1.7212,1.7504705882352942,-0.015989896828768835,-0.007523476333612767,-0.016932840990312135,,
2024-04-23,106877.79140000002,0,1.705,106877.79140000002,0.0,1.7196000000000002,1.7482941176470588,-0.01737984047108254,-0.009494749161106722,-0.01577018261995164,,
2024-04-24,53572.804700000015,31000,1.719,106861.80470000001,0.49867209476390206,1.714,1.7460000000000002,-0.017153957678353038,-0.011026590864555985,-0.012254733627594105,BUY_HALF,低位MACD且上穿MA5
2024-04-25,106752.84590000001,0,1.716,106752.84590000001,0.0,1.7096,1.7429411764705884,-0.017020813522472755,-0.01222543539613934,-0.00959075625266683,SELL_ALL,跌破MA17清仓
2024-04-26,106752.84590000001,0,1.774,106752.84590000001,0.0,1.7234000000000003,1.7401176470588235,-0.012095748288977193,-0.01219949797470691,0.000207499371459436,,
2024-04-29,106752.84590000001,0,1.837,106752.84590000001,0.0,1.7502,1.7418235294117648,-0.003073594635509158,-0.01037431730686736,0.014601445342716405,,
2024-04-30,106752.84590000001,0,1.816,106752.84590000001,0.0,1.7724,1.7433529411764705,0.002354857311059666,-0.007828482383281956,0.020366679388683244,,
2024-05-06,106752.84590000001,0,1.853,106752.84590000001,0.0,1.7992000000000001,1.7489411764705882,0.009532648923772591,-0.004356256121871047,0.027777810091287276,,
2024-05-07,106752.84590000001,0,1.85,106752.84590000001,0.0,1.826,1.753235294117647,0.01480832441608304,-0.0005233400142802295,0.030663328860726542,,
2024-05-08,106752.84590000001,0,1.821,106752.84590000001,0.0,1.8354,1.758058823529412,0.01645954225859314,0.0028732364402944445,0.027172611636597392,,
2024-05-09,106752.84590000001,0,1.856,106752.84590000001,0.0,1.8392000000000004,1.7654117647058825,0.02035768111231362,0.00637012537469828,0.027975111475230678,,
2024-05-10,106752.84590000001,0,1.84,106752.84590000001,0.0,1.844,1.7728823529411764,0.021903428862523944,0.009476786072263413,0.02485328558052106,,
2024-05-13,106752.84590000001,0,1.817,106752.84590000001,0.0,1.8368000000000002,1.7770588235294118,0.02103011523248899,0.011787451904308528,0.01848532665636092,,
2024-05-14,106752.84590000001,0,1.813,106752.84590000001,0.0,1.8294000000000001,1.7829411764705883,0.019787147400040395,0.013387391003454902,0.012799512793170986,,
2024-05-15,106752.84590000001,0,1.797,106752.84590000001,0.0,1.8245999999999998,1.7858823529411765,0.017311464370058705,0.014172205676775664,0.006278517386566082,,
2024-05-16,106752.84590000001,0,1.801,106752.84590000001,0.0,1.8135999999999999,1.7895882352941177,0.015493633342351432,0.01443649120989082,0.002114284264921225,,
2024-05-17,106752.84590000001,0,1.824,106752.84590000001,0.0,1.8104,1.7965882352941178,0.015727598966314815,0.01469471276117562,0.0020657724102783916,,
