code,date,action,shares,price,cash_after,holding_after,reason
510880,2024-01-25,BUY_HALF,17100,2.908,50258.28,17100,低位MACD且上穿MA5
510880,2024-01-26,SELL_ALL,17100,2.949,100671.05,0,跌破MA17清仓
510880,2024-02-06,BUY_HALF,17000,2.96,50335.96,17000,低位MACD且上穿MA5
510880,2024-02-07,BUY_FULL,16700,3.004,154.11,33700,次日仍站上MA5
510880,2024-03-12,SELL_ALL,33700,3.086,104121.11,0,跌破MA17清仓
510880,2024-05-16,BUY_HALF,16200,3.209,52119.71,16200,低位MACD且上穿MA5
510880,2024-05-17,BUY_FULL,16100,3.23,101.11,32300,次日仍站上MA5
510880,2024-06-03,SELL_ALL,32300,3.242,104786.3,0,跌破MA17清仓
510880,2024-06-27,BUY_HALF,16400,3.178,52651.46,16400,低位MACD且上穿MA5
510880,2024-06-28,SELL_ALL,16400,3.201,105132.11,0,跌破MA17清仓
510880,2024-07-15,BUY_HALF,16400,3.195,52718.39,16400,低位MACD且上穿MA5
510880,2024-07-16,SELL_ALL,16400,3.182,104887.54,0,跌破MA17清仓
510880,2024-07-31,BUY_HALF,16900,3.093,52600.16,16900,低位MACD且上穿MA5
510880,2024-08-01,SELL_ALL,16900,3.096,104906.86,0,跌破MA17清仓
510880,2024-08-08,BUY_HALF,17100,3.059,52582.27,17100,低位MACD且上穿MA5
510880,2024-08-09,SELL_ALL,17100,3.048,104687.43,0,跌破MA17清仓
510880,2024-09-18,BUY_HALF,18100,2.878,52580.0,18100,低位MACD且上穿MA5
510880,2024-09-19,SELL_ALL,18100,2.873,104565.7,0,跌破MA17清仓
510880,2024-12-24,BUY_HALF,15700,3.311,52567.41,15700,低位MACD且上穿MA5
510880,2024-12-25,BUY_FULL,15800,3.326,0.84,31500,次日仍站上MA5
510880,2025-01-02,SELL_ALL,31500,3.279,103258.36,0,跌破MA17清仓
510880,2025-01-14,BUY_HALF,16200,3.174,51824.13,16200,低位MACD且上穿MA5
510880,2025-01-15,SELL_ALL,16200,3.183,103373.26,0,跌破MA17清仓
510880,2025-01-24,BUY_HALF,16800,3.067,51832.2,16800,低位MACD且上穿MA5
510880,2025-01-27,SELL_ALL,16800,3.105,103980.55,0,跌破MA17清仓
510880,2025-02-11,BUY_HALF,16900,3.06,52251.04,16900,低位MACD且上穿MA5
510880,2025-02-12,SELL_ALL,16900,3.062,103983.31,0,跌破MA17清仓
510880,2025-02-26,BUY_HALF,17300,3.001,52050.44,17300,低位MACD且上穿MA5
510880,2025-02-27,SELL_ALL,17300,3.028,104419.12,0,跌破MA17清仓
510880,2025-03-10,BUY_HALF,17300,3.001,52486.25,17300,低位MACD且上穿MA5
510880,2025-03-11,BUY_FULL,17300,3.022,189.96,34600,次日仍站上MA5
510880,2025-04-07,SELL_ALL,34600,2.938,101814.27,0,跌破MA17清仓
510880,2025-05-08,BUY_HALF,16600,3.053,51119.26,16600,低位MACD且上穿MA5
510880,2025-05-09,BUY_FULL,16600,3.07,141.98,33200,次日仍站上MA5
510880,2025-05-27,SELL_ALL,33200,3.095,102865.15,0,跌破MA17清仓
510880,2025-06-10,BUY_HALF,16400,3.133,51468.54,16400,低位MACD且上穿MA5
510880,2025-06-11,BUY_FULL,16300,3.142,238.57,32700,次日仍站上MA5
510880,2025-06-13,SELL_ALL,32700,3.125,102395.41,0,跌破MA17清仓
510880,2025-06-18,BUY_HALF,16300,3.138,51230.67,16300,低位MACD且上穿MA5
510880,2025-06-19,SELL_ALL,16300,3.124,102136.59,0,跌破MA17清仓
510880,2025-06-20,BUY_HALF,16200,3.14,51253.33,16200,低位MACD且上穿MA5
510880,2025-06-23,BUY_FULL,16200,3.153,159.41,32400,次日仍站上MA5
510880,2025-07-17,SELL_ALL,32400,3.212,104196.99,0,跌破MA17清仓
510880,2025-07-21,BUY_HALF,16000,3.247,52229.4,16000,低位MACD且上穿MA5
510880,2025-07-22,BUY_FULL,15800,3.3,73.76,31800,次日仍站上MA5
510880,2025-07-29,SELL_ALL,31800,3.251,103424.55,0,跌破MA17清仓
510880,2025-08-12,BUY_HALF,15700,3.278,51944.51,15700,低位MACD且上穿MA5
510880,2025-08-13,SELL_ALL,15700,3.258,103079.76,0,跌破MA17清仓
510880,2025-09-09,BUY_HALF,16200,3.17,51710.36,16200,低位MACD且上穿MA5
510880,2025-09-10,SELL_ALL,16200,3.169,103032.75,0,跌破MA17清仓
510880,2025-09-24,BUY_HALF,16500,3.111,51685.86,16500,低位MACD且上穿MA5
510880,2025-09-25,SELL_ALL,16500,3.097,102771.03,0,跌破MA17清仓
510880,2025-10-09,BUY_HALF,16500,3.103,51556.17,16500,低位MACD且上穿MA5
510880,2025-10-10,BUY_FULL,16400,3.136,110.34,32900,次日仍站上MA5
510880,2025-11-18,SELL_ALL,32900,3.284,108121.52,0,跌破MA17清仓
510880,2025-12-15,BUY_HALF,17000,3.168,54249.37,17000,低位MACD且上穿MA5
510880,2025-12-16,SELL_ALL,17000,3.14,107613.35,0,跌破MA17清仓
510880,2025-12-18,BUY_HALF,16900,3.175,53939.76,16900,低位MACD且上穿MA5
510880,2025-12-19,SELL_ALL,16900,3.174,107564.26,0,跌破MA17清仓
510880,2025-12-25,BUY_HALF,16900,3.174,53907.57,16900,低位MACD且上穿MA5
510880,2025-12-26,BUY_FULL,16900,3.187,31.11,33800,次日仍站上MA5
510880,2026-01-15,SELL_ALL,33800,3.188,107753.19,0,跌破MA17清仓
510880,2026-01-20,BUY_HALF,16700,3.217,54013.17,16700,低位MACD且上穿MA5
510880,2026-01-21,SELL_ALL,16700,3.057,105049.75,0,跌破MA17清仓
510880,2026-01-26,BUY_HALF,16900,3.106,52542.61,16900,低位MACD且上穿MA5
510880,2026-01-27,SELL_ALL,16900,3.081,104595.89,0,跌破MA17清仓
510880,2026-02-04,BUY_HALF,16500,3.15,52605.29,16500,低位MACD且上穿MA5
510880,2026-02-05,BUY_FULL,16700,3.136,218.38,33200,次日仍站上MA5
510880,2026-03-20,SELL_ALL,33200,3.296,109612.75,0,跌破MA17清仓
