code,date,action,shares,price,cash_after,holding_after,reason
159949,2024-01-25,BUY_HALF,69200,0.722,50022.61,69200,低位MACD且上穿MA5
159949,2024-01-26,SELL_ALL,69200,0.703,98655.62,0,跌破MA17清仓
159949,2024-02-05,BUY_HALF,74600,0.661,49330.22,74600,低位MACD且上穿MA5
159949,2024-02-06,BUY_FULL,70400,0.7,35.44,145000,次日仍站上MA5
159949,2024-03-25,SELL_ALL,145000,0.778,112811.6,0,跌破MA17清仓
159949,2024-04-24,BUY_HALF,75200,0.749,56469.9,75200,低位MACD且上穿MA5
159949,2024-04-25,SELL_ALL,75200,0.749,112777.8,0,跌破MA17清仓
159949,2024-06-14,BUY_HALF,73400,0.767,56463.11,73400,低位MACD且上穿MA5
159949,2024-06-17,BUY_FULL,72800,0.775,26.19,146200,次日仍站上MA5
159949,2024-06-19,SELL_ALL,146200,0.77,112566.41,0,跌破MA17清仓
159949,2024-07-09,BUY_HALF,78900,0.713,56293.84,78900,低位MACD且上穿MA5
159949,2024-07-10,SELL_ALL,78900,0.713,112532.66,0,跌破MA17清仓
159949,2024-07-16,BUY_HALF,76700,0.733,56294.69,76700,低位MACD且上穿MA5
159949,2024-07-17,BUY_FULL,76900,0.731,63.93,153600,次日仍站上MA5
159949,2024-07-24,SELL_ALL,153600,0.714,109701.43,0,跌破MA17清仓
159949,2024-07-31,BUY_HALF,75200,0.729,54864.18,75200,低位MACD且上穿MA5
159949,2024-08-01,SELL_ALL,75200,0.718,108841.59,0,跌破MA17清仓
159949,2024-08-13,BUY_HALF,78800,0.69,54453.27,78800,低位MACD且上穿MA5
159949,2024-08-14,SELL_ALL,78800,0.681,108099.97,0,跌破MA17清仓
159949,2024-08-15,BUY_HALF,78800,0.685,54105.78,78800,低位MACD且上穿MA5
159949,2024-08-16,SELL_ALL,78800,0.685,108067.59,0,跌破MA17清仓
159949,2024-08-30,BUY_HALF,78800,0.685,54073.39,78800,低位MACD且上穿MA5
159949,2024-09-02,SELL_ALL,78800,0.666,106538.45,0,跌破MA17清仓
159949,2024-09-03,BUY_HALF,79100,0.673,53288.18,79100,低位MACD且上穿MA5
159949,2024-09-04,SELL_ALL,79100,0.674,106585.59,0,跌破MA17清仓
159949,2024-09-11,BUY_HALF,78600,0.677,53357.42,78600,低位MACD且上穿MA5
159949,2024-09-12,BUY_FULL,78700,0.677,61.54,157300,次日仍站上MA5
159949,2024-09-18,SELL_ALL,157300,0.671,105578.17,0,跌破MA17清仓
159949,2024-09-19,BUY_HALF,78000,0.676,52834.36,78000,低位MACD且上穿MA5
159949,2024-09-23,SELL_ALL,78000,0.67,105078.68,0,跌破MA17清仓
159949,2024-09-24,BUY_HALF,73800,0.711,52591.14,73800,低位MACD且上穿MA5
159949,2024-09-25,BUY_FULL,72800,0.722,13.77,146600,次日仍站上MA5
159949,2024-10-29,SELL_ALL,146600,0.969,142026.55,0,跌破MA17清仓
159949,2025-01-14,BUY_HALF,76400,0.929,71029.66,76400,低位MACD且上穿MA5
159949,2025-01-15,SELL_ALL,76400,0.912,140685.55,0,跌破MA17清仓
159949,2025-02-06,BUY_HALF,74400,0.945,70356.46,74400,低位MACD且上穿MA5
159949,2025-02-07,BUY_FULL,72300,0.972,59.78,146700,次日仍站上MA5
159949,2025-02-28,SELL_ALL,146700,0.958,140556.22,0,跌破MA17清仓
159949,2025-04-11,BUY_HALF,84400,0.832,70314.35,84400,低位MACD且上穿MA5
159949,2025-04-14,SELL_ALL,84400,0.835,140767.21,0,跌破MA17清仓
159949,2025-04-18,BUY_HALF,84600,0.831,70443.52,84600,低位MACD且上穿MA5
159949,2025-04-21,SELL_ALL,84600,0.843,141739.92,0,跌破MA17清仓
159949,2025-04-30,BUY_HALF,82900,0.854,70922.08,82900,低位MACD且上穿MA5
159949,2025-05-06,BUY_FULL,81400,0.871,1.41,164300,次日仍站上MA5
159949,2025-05-26,SELL_ALL,164300,0.888,145856.05,0,跌破MA17清仓
159949,2025-06-24,BUY_HALF,79300,0.919,72957.48,79300,低位MACD且上穿MA5
159949,2025-06-25,BUY_FULL,76500,0.953,31.11,155800,次日仍站上MA5
159949,2025-08-08,SELL_ALL,155800,1.052,163883.54,0,跌破MA17清仓
159949,2025-09-29,BUY_HALF,53200,1.539,81984.18,53200,低位MACD且上穿MA5
159949,2025-09-30,BUY_FULL,53300,1.537,37.5,106500,次日仍站上MA5
159949,2025-10-10,SELL_ALL,106500,1.465,156013.19,0,跌破MA17清仓
159949,2025-11-26,BUY_HALF,53800,1.447,78141.24,53800,低位MACD且上穿MA5
159949,2025-11-27,SELL_ALL,53800,1.435,155321.08,0,跌破MA17清仓
159949,2025-12-04,BUY_HALF,53100,1.461,77718.71,53100,低位MACD且上穿MA5
159949,2025-12-05,BUY_FULL,52400,1.482,38.61,105500,次日仍站上MA5
159949,2025-12-16,SELL_ALL,105500,1.463,154338.8,0,跌破MA17清仓
159949,2026-02-12,BUY_HALF,49400,1.56,77251.69,49400,低位MACD且上穿MA5
159949,2026-02-13,SELL_ALL,49400,1.537,153156.71,0,跌破MA17清仓
159949,2026-02-24,BUY_HALF,49100,1.557,76685.07,49100,低位MACD且上穿MA5
159949,2026-02-25,BUY_FULL,48600,1.576,68.49,97700,次日仍站上MA5
159949,2026-02-27,SELL_ALL,97700,1.548,151262.72,0,跌破MA17清仓
159949,2026-03-06,BUY_HALF,49900,1.514,75691.46,49900,低位MACD且上穿MA5
159949,2026-03-09,SELL_ALL,49900,1.504,150718.54,0,跌破MA17清仓
159949,2026-03-10,BUY_HALF,48500,1.551,75472.48,48500,低位MACD且上穿MA5
159949,2026-03-11,BUY_FULL,47900,1.575,7.34,96400,次日仍站上MA5
159949,2026-03-17,SELL_ALL,96400,1.541,148515.18,0,跌破MA17清仓
159949,2026-04-08,BUY_HALF,46800,1.585,74314.92,46800,低位MACD且上穿MA5
159949,2026-04-09,BUY_FULL,47200,1.572,94.26,94000,次日仍站上MA5
159949,2026-06-05,SELL_ALL,94000,1.927,181177.92,0,跌破MA17清仓
