date,cash,shares,close,equity,position_ratio,ma5,ma17,diff,dea,macd_hist,action,reason
2024-01-03,100000.0,0,0.834,100000.0,0.0,,,,,,,
2024-01-04,100000.0,0,0.819,100000.0,0.0,,,,,,,
2024-01-05,100000.0,0,0.814,100000.0,0.0,,,,,,,
2024-01-08,100000.0,0,0.8,100000.0,0.0,,,,,,,
2024-01-09,100000.0,0,0.802,100000.0,0.0,,,,,,,
2024-01-10,100000.0,0,0.805,100000.0,0.0,,,,,,,
2024-01-11,100000.0,0,0.81,100000.0,0.0,,,,,,,
2024-01-12,100000.0,0,0.806,100000.0,0.0,,,,,,,
2024-01-15,100000.0,0,0.802,100000.0,0.0,,,,,,,
2024-01-16,100000.0,0,0.805,100000.0,0.0,,,,,,,
2024-01-17,100000.0,0,0.784,100000.0,0.0,,,,,,,
2024-01-18,100000.0,0,0.795,100000.0,0.0,,,,,,,
2024-01-19,100000.0,0,0.795,100000.0,0.0,,,,,,,
2024-01-22,100000.0,0,0.777,100000.0,0.0,,,,,,,
2024-01-23,100000.0,0,0.778,100000.0,0.0,,,,,,,
2024-01-24,100000.0,0,0.784,100000.0,0.0,0.7858,0.8028823529411765,-0.013659436850673945,-0.011225586607655056,-0.004867700486037779,,
2024-01-25,50059.0222,62800,0.795,99985.0222,0.49933478936608167,0.7858,0.8002941176470588,-0.012648959454439557,-0.011510261177011956,-0.002277396554855201,BUY_HALF,低位MACD且上穿MA5
2024-01-26,99844.48208,0,0.793,99844.48208,0.0,0.7854000000000001,0.7978823529411765,-0.011872671358194031,-0.011582743213248372,-0.0005798562898913194,SELL_ALL,跌破MA17清仓
2024-01-29,99844.48208,0,0.798,99844.48208,0.0,0.7896000000000001,0.7966470588235295,-0.01073030693682564,-0.011412255957963826,0.0013638980422763722,,
2024-01-30,99844.48208,0,0.778,99844.48208,0.0,0.7896000000000001,0.7945294117647059,-0.011308450972085882,-0.011391494960788237,0.0001660879774047115,,
2024-01-31,99844.48208,0,0.771,99844.48208,0.0,0.787,0.7928235294117648,-0.012190946145328785,-0.011551385197696346,-0.0012791218952648772,,
2024-02-01,99844.48208,0,0.774,99844.48208,0.0,0.7828,0.7911764705882354,-0.01250411534208229,-0.011741931226573535,-0.0015243682310175088,,
2024-02-02,99844.48208,0,0.774,99844.48208,0.0,0.779,0.7893529411764706,-0.01260697878293382,-0.011914940737845593,-0.0013840760901764546,,
2024-02-05,49973.52528,64000,0.779,99829.52528,0.4994113701348856,0.7752,0.787529411764706,-0.012145040125105977,-0.01196096061529767,-0.00036815901961661374,BUY_HALF,低位MACD且上穿MA5
2024-02-06,62.55648000000656,125600,0.81,101798.55648,0.9993854875534283,0.7816,0.7877647058823529,-0.009171782884641377,-0.011403125069166412,0.00446268436905007,BUY_FULL,次日仍站上MA5
2024-02-07,62.55648000000656,125600,0.828,104059.35647999999,0.9993988384887618,0.7929999999999999,0.7892941176470589,-0.005301888660520726,-0.010182877787437277,0.009761978253833101,,
2024-02-08,62.55648000000656,125600,0.825,103682.55648,0.9993966537658427,0.8032,0.7904705882352941,-0.0024488161070299608,-0.008636065451355814,0.012374498688651706,,
2024-02-19,62.55648000000656,125600,0.827,103933.75648000001,0.9993981120078917,0.8138,0.793,-2.6051957063955022e-05,-0.006914062752497443,0.013776021590866976,,
2024-02-20,62.55648000000656,125600,0.821,103180.15648,0.9993937159805322,0.8221999999999999,0.7945294117647058,0.001393789493274955,-0.005252492303342964,0.013292563593235837,,
2024-02-21,62.55648000000656,125600,0.846,106320.15648,0.9994116216334596,0.8294,0.7975294117647058,0.0044846192393435125,-0.003305069994805669,0.015579378468298363,,
2024-02-22,62.55648000000656,125600,0.848,106571.35648000002,0.9994130085037273,0.8333999999999999,0.8017058823529413,0.007014646883820808,-0.001241126619080374,0.016511547005802363,,
2024-02-23,62.55648000000656,125600,0.849,106696.95648,0.9994136994899969,0.8382,0.8058823529411764,0.008996695358737927,0.0008064377764832864,0.016380515164509283,,
2024-02-26,62.55648000000656,125600,0.84,105566.55648,0.9994074214212733,0.8408,0.8091764705882353,0.009729107179727414,0.0025909716571321123,0.014276271045190605,,
2024-02-27,62.55648000000656,125600,0.842,105817.75648000001,0.9994088281392374,0.845,0.8119411764705882,0.010351605248254847,0.004143098375356659,0.012417013745796375,,
2024-02-28,62.55648000000656,125600,0.834,104812.95648,0.9994031608104487,0.8426,0.8143529411764705,0.010083173760653819,0.005331113452416091,0.009504120616475455,,
2024-02-29,62.55648000000656,125600,0.848,106571.35648000002,0.9994130085037273,0.8426,0.8172941176470588,0.010874765344320858,0.006439843830797045,0.008869843027047627,,
2024-03-01,62.55648000000656,125600,0.846,106320.15648,0.9994116216334596,0.842,0.8212941176470588,0.011211485071190186,0.0073941720788756726,0.007634625984629027,,
2024-03-04,62.55648000000656,125600,0.841,105692.15648,0.9994081256160967,0.8422000000000001,0.8254117647058823,0.01094867021251289,0.008105071705603116,0.005687197013819548,,
2024-03-05,62.55648000000656,125600,0.854,107324.95648,0.9994171301619706,0.8446,0.8301176470588235,0.011655027001725715,0.008815062764827637,0.005679928473796156,,
2024-03-06,62.55648000000656,125600,0.843,105943.35648000002,0.9994095289966406,0.8463999999999998,0.8341764705882353,0.01119812674254228,0.009291675560370567,0.003812902364343427,,
2024-03-07,62.55648000000656,125600,0.84,105566.55648,0.9994074214212733,0.8448,0.8377647058823529,0.010473226234720245,0.009527985695240503,0.0018904810789594842,,
2024-03-08,104781.53136,0,0.834,104781.53136,0.0,0.8423999999999999,0.8391764705882353,0.009307298757255889,0.00948384830764358,-0.00035309910077538365,SELL_ALL,跌破MA17清仓
2024-03-11,104781.53136,0,0.852,104781.53136,0.0,0.8446,0.8405882352941176,0.009723654166567286,0.009531809479428322,0.00038368937427792765,,
2024-03-12,104781.53136,0,0.875,104781.53136,0.0,0.8488,0.8435294117647059,0.011773805508146662,0.009980208685171991,0.0035871936459493416,,
2024-03-13,104781.53136,0,0.867,104781.53136,0.0,0.8535999999999999,0.8458823529411764,0.012607698376812637,0.010505706623500121,0.0042039835066250315,,
