code,date,action,shares,price,cash_after,holding_after,reason
512100,2024-01-25,BUY_HALF,23200,2.147,50174.66,23200,低位MACD且上穿MA5
512100,2024-01-26,SELL_ALL,23200,2.12,99343.9,0,跌破MA17清仓
512100,2024-02-07,BUY_HALF,25600,1.938,49716.22,25600,低位MACD且上穿MA5
512100,2024-02-08,BUY_FULL,24600,2.017,83.13,50200,次日仍站上MA5
512100,2024-03-25,SELL_ALL,50200,2.196,110289.26,0,跌破MA17清仓
512100,2024-04-24,BUY_HALF,25800,2.134,55215.54,25800,低位MACD且上穿MA5
512100,2024-04-25,SELL_ALL,25800,2.133,110230.43,0,跌破MA17清仓
512100,2024-06-12,BUY_HALF,26100,2.106,55247.34,26100,低位MACD且上穿MA5
512100,2024-06-13,SELL_ALL,26100,2.093,109858.26,0,跌破MA17清仓
512100,2024-06-18,BUY_HALF,25900,2.115,55063.32,25900,低位MACD且上穿MA5
512100,2024-06-19,SELL_ALL,25900,2.087,109100.41,0,跌破MA17清仓
512100,2024-06-26,BUY_HALF,26900,2.022,54692.29,26900,低位MACD且上穿MA5
512100,2024-06-27,SELL_ALL,26900,1.973,107750.07,0,跌破MA17清仓
512100,2024-07-01,BUY_HALF,26900,2.001,53907.02,26900,低位MACD且上穿MA5
512100,2024-07-02,SELL_ALL,26900,1.987,107341.28,0,跌破MA17清仓
512100,2024-07-09,BUY_HALF,27500,1.946,53810.23,27500,低位MACD且上穿MA5
512100,2024-07-10,SELL_ALL,27500,1.937,107061.75,0,跌破MA17清仓
512100,2024-07-22,BUY_HALF,27300,1.958,53592.31,27300,低位MACD且上穿MA5
512100,2024-07-23,SELL_ALL,27300,1.904,105555.92,0,跌破MA17清仓
512100,2024-07-26,BUY_HALF,27600,1.91,52824.1,27600,低位MACD且上穿MA5
512100,2024-07-29,SELL_ALL,27600,1.901,105275.96,0,跌破MA17清仓
512100,2024-08-08,BUY_HALF,27300,1.927,52653.08,27300,低位MACD且上穿MA5
512100,2024-08-09,SELL_ALL,27300,1.908,104725.86,0,跌破MA17清仓
512100,2024-08-15,BUY_HALF,27400,1.904,52540.6,27400,低位MACD且上穿MA5
512100,2024-08-16,SELL_ALL,27400,1.889,104283.68,0,跌破MA17清仓
512100,2024-08-29,BUY_HALF,28200,1.847,52182.65,28200,低位MACD且上穿MA5
512100,2024-08-30,BUY_FULL,27700,1.882,35.61,55900,次日仍站上MA5
512100,2024-09-02,SELL_ALL,55900,1.842,102972.52,0,跌破MA17清仓
512100,2024-09-05,BUY_HALF,27500,1.866,51642.13,27500,低位MACD且上穿MA5
512100,2024-09-06,SELL_ALL,27500,1.835,102089.49,0,跌破MA17清仓
512100,2024-09-19,BUY_HALF,27900,1.824,51184.62,27900,低位MACD且上穿MA5
512100,2024-09-20,SELL_ALL,27900,1.814,101780.04,0,跌破MA17清仓
512100,2025-01-09,BUY_HALF,22000,2.304,51076.83,22000,低位MACD且上穿MA5
512100,2025-01-10,SELL_ALL,22000,2.255,100671.95,0,跌破MA17清仓
512100,2025-01-14,BUY_HALF,21200,2.364,50540.11,21200,低位MACD且上穿MA5
512100,2025-01-15,SELL_ALL,21200,2.309,99476.23,0,跌破MA17清仓
512100,2025-01-24,BUY_HALF,20800,2.38,49957.38,20800,低位MACD且上穿MA5
512100,2025-02-28,SELL_ALL,20800,2.511,102170.51,0,跌破MA17清仓
512100,2025-04-10,BUY_HALF,22000,2.313,51269.24,22000,低位MACD且上穿MA5
512100,2025-04-11,SELL_ALL,22000,2.343,102799.78,0,跌破MA17清仓
512100,2025-04-21,BUY_HALF,21500,2.38,51614.43,21500,低位MACD且上穿MA5
512100,2025-04-22,BUY_FULL,21600,2.38,191.01,43100,次日仍站上MA5
512100,2025-05-23,SELL_ALL,43100,2.402,103686.15,0,跌破MA17清仓
512100,2025-05-29,BUY_HALF,21100,2.446,52060.06,21100,低位MACD且上穿MA5
512100,2025-05-30,SELL_ALL,21100,2.423,103170.03,0,跌破MA17清仓
512100,2025-09-22,BUY_HALF,17000,3.031,51627.57,17000,低位MACD且上穿MA5
512100,2025-10-14,SELL_ALL,17000,2.985,102357.35,0,跌破MA17清仓
512100,2025-11-25,BUY_HALF,17400,2.933,51307.84,17400,低位MACD且上穿MA5
512100,2025-11-26,SELL_ALL,17400,2.933,102326.72,0,跌破MA17清仓
512100,2025-12-05,BUY_HALF,17100,2.978,51387.65,17100,低位MACD且上穿MA5
512100,2025-12-08,BUY_FULL,17100,3.004,3.84,34200,次日仍站上MA5
512100,2025-12-16,SELL_ALL,34200,2.916,99701.12,0,跌破MA17清仓
512100,2025-12-19,BUY_HALF,16700,2.974,50020.42,16700,低位MACD且上穿MA5
512100,2025-12-22,BUY_FULL,16600,3.001,188.87,33300,次日仍站上MA5
512100,2026-01-30,SELL_ALL,33300,3.311,110412.1,0,跌破MA17清仓
512100,2026-03-25,BUY_HALF,17700,3.101,55507.93,17700,低位MACD且上穿MA5
512100,2026-03-26,SELL_ALL,17700,3.057,109600.6,0,跌破MA17清仓
512100,2026-03-27,BUY_HALF,17600,3.106,54918.6,17600,低位MACD且上穿MA5
512100,2026-03-30,SELL_ALL,17600,3.109,109620.58,0,跌破MA17清仓
512100,2026-04-01,BUY_HALF,17600,3.107,54920.98,17600,低位MACD且上穿MA5
512100,2026-04-02,SELL_ALL,17600,3.055,108672.85,0,跌破MA17清仓
512100,2026-04-08,BUY_HALF,17000,3.189,54443.58,17000,低位MACD且上穿MA5
512100,2026-04-09,BUY_FULL,17100,3.171,203.22,34100,次日仍站上MA5
512100,2026-05-21,SELL_ALL,34100,3.432,117199.31,0,跌破MA17清仓
512100,2026-06-12,BUY_HALF,17700,3.309,58612.44,17700,低位MACD且上穿MA5
512100,2026-06-15,BUY_FULL,17000,3.439,131.9,34700,次日仍站上MA5
