code,date,action,shares,price,cash_after,holding_after,reason
515790,2024-01-25,BUY_HALF,57900,0.863,50017.31,57900,低位MACD且上穿MA5
515790,2024-01-26,SELL_ALL,57900,0.846,98986.01,0,跌破MA17清仓
515790,2024-02-06,BUY_HALF,64600,0.765,49552.19,64600,低位MACD且上穿MA5
515790,2024-02-07,SELL_ALL,64600,0.783,100118.81,0,跌破MA17清仓
515790,2024-02-29,BUY_HALF,59200,0.844,50139.02,59200,低位MACD且上穿MA5
515790,2024-03-01,BUY_FULL,58400,0.858,16.79,117600,次日仍站上MA5
515790,2024-03-21,SELL_ALL,117600,0.874,102768.36,0,跌破MA17清仓
515790,2024-04-17,BUY_HALF,63400,0.809,51462.37,63400,低位MACD且上穿MA5
515790,2024-04-18,SELL_ALL,63400,0.805,102484.06,0,跌破MA17清仓
515790,2024-04-26,BUY_HALF,65200,0.785,51286.71,65200,低位MACD且上穿MA5
515790,2024-04-29,BUY_FULL,63100,0.812,34.13,128300,次日仍站上MA5
515790,2024-04-30,SELL_ALL,128300,0.793,101745.51,0,跌破MA17清仓
515790,2024-05-09,BUY_HALF,62400,0.814,50936.67,62400,低位MACD且上穿MA5
515790,2024-05-10,BUY_FULL,62800,0.81,53.41,125200,次日仍站上MA5
515790,2024-05-15,SELL_ALL,125200,0.793,99307.23,0,跌破MA17清仓
515790,2024-05-22,BUY_HALF,59800,0.829,49718.16,59800,低位MACD且上穿MA5
515790,2024-05-23,BUY_FULL,61500,0.807,72.77,121300,次日仍站上MA5
515790,2024-05-24,SELL_ALL,121300,0.799,96962.39,0,跌破MA17清仓
515790,2024-05-29,BUY_HALF,59900,0.808,48548.67,59900,低位MACD且上穿MA5
515790,2024-05-30,BUY_FULL,60200,0.805,73.13,120100,次日仍站上MA5
515790,2024-05-31,SELL_ALL,120100,0.794,95403.93,0,跌破MA17清仓
515790,2024-06-04,BUY_HALF,59600,0.8,47709.62,59600,低位MACD且上穿MA5
515790,2024-06-05,SELL_ALL,59600,0.789,94719.91,0,跌破MA17清仓
515790,2024-06-18,BUY_HALF,62300,0.759,47420.03,62300,低位MACD且上穿MA5
515790,2024-06-19,SELL_ALL,62300,0.743,93695.04,0,跌破MA17清仓
515790,2024-07-11,BUY_HALF,70100,0.668,46854.19,70100,低位MACD且上穿MA5
515790,2024-07-12,SELL_ALL,70100,0.672,93947.26,0,跌破MA17清仓
515790,2024-07-26,BUY_HALF,68900,0.681,47012.28,68900,低位MACD且上穿MA5
515790,2024-07-29,SELL_ALL,68900,0.667,92954.8,0,跌破MA17清仓
515790,2024-07-31,BUY_HALF,67300,0.69,46503.87,67300,低位MACD且上穿MA5
515790,2024-08-01,BUY_FULL,68100,0.682,45.73,135400,次日仍站上MA5
515790,2024-08-02,SELL_ALL,135400,0.671,90871.88,0,跌破MA17清仓
515790,2024-08-06,BUY_HALF,65900,0.689,45453.16,65900,低位MACD且上穿MA5
515790,2024-08-07,BUY_FULL,66100,0.687,28.83,132000,次日仍站上MA5
515790,2024-08-09,SELL_ALL,132000,0.674,88970.14,0,跌破MA17清仓
515790,2024-08-15,BUY_HALF,65900,0.674,44540.22,65900,低位MACD且上穿MA5
515790,2024-08-16,SELL_ALL,65900,0.665,88350.57,0,跌破MA17清仓
515790,2024-08-26,BUY_HALF,69100,0.639,44182.42,69100,低位MACD且上穿MA5
515790,2024-08-27,SELL_ALL,69100,0.631,87771.44,0,跌破MA17清仓
515790,2024-08-29,BUY_HALF,66600,0.658,43935.5,66600,低位MACD且上穿MA5
515790,2024-08-30,BUY_FULL,65900,0.666,32.93,132500,次日仍站上MA5
515790,2024-09-02,SELL_ALL,132500,0.65,86132.09,0,跌破MA17清仓
515790,2024-09-11,BUY_HALF,65800,0.654,43085.98,65800,低位MACD且上穿MA5
515790,2024-09-12,BUY_FULL,65700,0.655,39.57,131500,次日仍站上MA5
515790,2024-09-13,SELL_ALL,131500,0.643,84568.71,0,跌破MA17清仓
515790,2024-09-24,BUY_HALF,64600,0.654,42307.63,64600,低位MACD且上穿MA5
515790,2024-09-25,BUY_FULL,64100,0.659,53.06,128700,次日仍站上MA5
515790,2024-11-14,SELL_ALL,128700,0.882,113532.4,0,跌破MA17清仓
515790,2024-12-11,BUY_HALF,69000,0.822,56797.39,69000,低位MACD且上穿MA5
515790,2024-12-12,SELL_ALL,69000,0.825,113705.31,0,跌破MA17清仓
515790,2024-12-24,BUY_HALF,72000,0.789,56880.27,72000,低位MACD且上穿MA5
515790,2024-12-25,SELL_ALL,72000,0.783,113239.36,0,跌破MA17清仓
515790,2025-01-14,BUY_HALF,78000,0.725,56672.39,78000,低位MACD且上穿MA5
515790,2025-01-15,SELL_ALL,78000,0.731,113673.29,0,跌破MA17清仓
515790,2025-01-24,BUY_HALF,77900,0.729,56867.15,77900,低位MACD且上穿MA5
515790,2025-01-27,SELL_ALL,77900,0.716,112626.82,0,跌破MA17清仓
515790,2025-02-06,BUY_HALF,76800,0.733,56315.53,76800,低位MACD且上穿MA5
515790,2025-02-07,BUY_FULL,74100,0.759,56.76,150900,次日仍站上MA5
515790,2025-02-18,SELL_ALL,150900,0.73,110180.71,0,跌破MA17清仓
515790,2025-02-19,BUY_HALF,74300,0.741,55107.89,74300,低位MACD且上穿MA5
515790,2025-03-05,SELL_ALL,74300,0.737,109850.56,0,跌破MA17清仓
515790,2025-03-26,BUY_HALF,72600,0.756,54948.5,72600,低位MACD且上穿MA5
515790,2025-03-27,SELL_ALL,72600,0.745,109019.27,0,跌破MA17清仓
515790,2025-04-11,BUY_HALF,83800,0.65,54532.93,83800,低位MACD且上穿MA5
515790,2025-04-14,SELL_ALL,83800,0.654,109321.69,0,跌破MA17清仓
515790,2025-04-23,BUY_HALF,84500,0.646,54718.31,84500,低位MACD且上穿MA5
515790,2025-04-24,SELL_ALL,84500,0.639,108697.61,0,跌破MA17清仓
515790,2025-04-28,BUY_HALF,84400,0.643,54412.13,84400,低位MACD且上穿MA5
515790,2025-04-29,SELL_ALL,84400,0.641,108496.3,0,跌破MA17清仓
515790,2025-04-30,BUY_HALF,84400,0.642,54295.25,84400,低位MACD且上穿MA5
515790,2025-05-06,BUY_FULL,82400,0.658,59.78,166800,次日仍站上MA5
