date,cash,shares,close,equity,position_ratio,ma5,ma17,diff,dea,macd_hist,action,reason
2024-01-03,100000.0,0,2.332,100000.0,0.0,,,,,,,
2024-01-04,100000.0,0,2.314,100000.0,0.0,,,,,,,
2024-01-05,100000.0,0,2.303,100000.0,0.0,,,,,,,
2024-01-08,100000.0,0,2.278,100000.0,0.0,,,,,,,
2024-01-09,100000.0,0,2.28,100000.0,0.0,,,,,,,
2024-01-10,100000.0,0,2.27,100000.0,0.0,,,,,,,
2024-01-11,100000.0,0,2.275,100000.0,0.0,,,,,,,
2024-01-12,100000.0,0,2.272,100000.0,0.0,,,,,,,
2024-01-15,100000.0,0,2.272,100000.0,0.0,,,,,,,
2024-01-16,100000.0,0,2.284,100000.0,0.0,,,,,,,
2024-01-17,100000.0,0,2.234,100000.0,0.0,,,,,,,
2024-01-18,100000.0,0,2.274,100000.0,0.0,,,,,,,
2024-01-19,100000.0,0,2.282,100000.0,0.0,,,,,,,
2024-01-22,100000.0,0,2.261,100000.0,0.0,,,,,,,
2024-01-23,100000.0,0,2.258,100000.0,0.0,,,,,,,
2024-01-24,50183.55955,21700,2.295,99985.05955,0.4980894168002723,2.274,2.283,-0.013399073856160904,-0.013989712631752835,0.0011812775511838638,BUY_HALF,低位MACD且上穿MA5
2024-01-25,177.46222000000125,43000,2.347,101098.46222,0.9982446595516574,2.2885999999999997,2.2841764705882355,-0.006887836719835061,-0.012569337449369281,0.01136300145906844,BUY_FULL,次日仍站上MA5
2024-01-26,177.46222000000125,43000,2.35,101227.46222,0.9982468964833444,2.3022,2.2852352941176473,-0.0014686299979858042,-0.010349195959092585,0.017761131922213562,,
2024-01-29,177.46222000000125,43000,2.342,100883.46222,0.9982409186194166,2.3184,2.2868823529411766,0.0021557471202489076,-0.007848207343224287,0.02000790892694639,,
2024-01-30,177.46222000000125,43000,2.306,99335.46222,0.9982135058715792,2.328,2.2870588235294114,0.0020989970320255402,-0.005858766468174322,0.015915527000399724,,
2024-01-31,177.46222000000125,43000,2.292,98733.46221999999,0.9982026132173449,2.3274,2.2878823529411765,0.0009138054012867158,-0.0045042520942821145,0.01083611499113766,,
2024-02-01,98317.01152,0,2.283,98317.01152,0.0,2.3146,2.288058823529412,-0.0007431259948913471,-0.0037520268744039614,0.006017801759025229,SELL_ALL,跌破MA17清仓
2024-02-02,98317.01152,0,2.268,98317.01152,0.0,2.2982,2.287941176470588,-0.0032294041429525855,-0.0036475023281136863,0.0008361963703222017,,
2024-02-05,49317.71614,21400,2.289,98302.31614000001,0.49830565467284826,2.2876,2.288764705882353,-0.0034653268613142885,-0.003611067234753807,0.0002914807468790371,BUY_HALF,低位MACD且上穿MA5
2024-02-06,167.07536999999866,42300,2.351,99614.37537,0.9983227785208769,2.2966,2.2934117647058825,0.0013351932523488763,-0.0026218151373332706,0.007914016779364295,BUY_FULL,次日仍站上MA5
2024-02-07,167.07536999999866,42300,2.38,100841.07537,0.9983431813932271,2.3142,2.2997647058823527,0.007394458945363169,-0.0006185603207939827,0.016026038532314303,,
