code,date,action,shares,price,cash_after,holding_after,reason
512600,2024-01-25,BUY_HALF,74000,0.675,50035.01,74000,低位MACD且上穿MA5
512600,2024-01-26,SELL_ALL,74000,0.676,100044.01,0,跌破MA17清仓
512600,2024-02-05,BUY_HALF,75300,0.664,50029.81,75300,低位MACD且上穿MA5
512600,2024-02-06,BUY_FULL,72600,0.688,66.02,147900,次日仍站上MA5
512600,2024-03-08,SELL_ALL,147900,0.71,105043.52,0,跌破MA17清仓
512600,2024-04-22,BUY_HALF,71900,0.73,52540.77,71900,低位MACD且上穿MA5
512600,2024-04-23,BUY_FULL,71400,0.735,46.03,143300,次日仍站上MA5
512600,2024-05-23,SELL_ALL,143300,0.76,108921.36,0,跌破MA17清仓
512600,2024-07-11,BUY_HALF,82700,0.658,54488.43,82700,低位MACD且上穿MA5
512600,2024-07-12,SELL_ALL,82700,0.66,109054.06,0,跌破MA17清仓
512600,2024-07-31,BUY_HALF,83600,0.652,54530.51,83600,低位MACD且上穿MA5
512600,2024-08-01,SELL_ALL,83600,0.641,108102.03,0,跌破MA17清仓
512600,2024-08-30,BUY_HALF,88000,0.614,54053.82,88000,低位MACD且上穿MA5
512600,2024-09-02,SELL_ALL,88000,0.598,106662.03,0,跌破MA17清仓
512600,2024-09-03,BUY_HALF,88100,0.605,53345.54,88100,低位MACD且上穿MA5
512600,2024-09-04,SELL_ALL,88100,0.598,106013.54,0,跌破MA17清仓
512600,2024-09-20,BUY_HALF,92800,0.571,53008.84,92800,低位MACD且上穿MA5
512600,2024-09-23,SELL_ALL,92800,0.57,105888.97,0,跌破MA17清仓
512600,2024-12-10,BUY_HALF,74000,0.715,52963.1,74000,低位MACD且上穿MA5
512600,2024-12-11,BUY_FULL,73200,0.723,23.62,147200,次日仍站上MA5
512600,2024-12-18,SELL_ALL,147200,0.709,104357.11,0,跌破MA17清仓
512600,2024-12-27,BUY_HALF,74300,0.702,52182.87,74300,低位MACD且上穿MA5
512600,2024-12-30,SELL_ALL,74300,0.698,104028.71,0,跌破MA17清仓
512600,2025-01-14,BUY_HALF,77900,0.667,52053.82,77900,低位MACD且上穿MA5
512600,2025-01-15,SELL_ALL,77900,0.663,103686.03,0,跌破MA17清仓
512600,2025-01-17,BUY_HALF,77900,0.665,51866.98,77900,低位MACD且上穿MA5
512600,2025-01-20,SELL_ALL,77900,0.666,103732.82,0,跌破MA17清仓
512600,2025-01-27,BUY_HALF,78900,0.657,51879.97,78900,低位MACD且上穿MA5
512600,2025-02-05,SELL_ALL,78900,0.647,102912.95,0,跌破MA17清仓
512600,2025-02-07,BUY_HALF,78500,0.655,51480.03,78500,低位MACD且上穿MA5
512600,2025-02-10,SELL_ALL,78500,0.653,102725.15,0,跌破MA17清仓
512600,2025-02-12,BUY_HALF,78600,0.653,51383.95,78600,低位MACD且上穿MA5
512600,2025-02-13,BUY_FULL,76700,0.669,56.26,155300,次日仍站上MA5
512600,2025-03-28,SELL_ALL,155300,0.697,108267.89,0,跌破MA17清仓
512600,2025-05-21,BUY_HALF,77200,0.701,54134.45,77200,低位MACD且上穿MA5
512600,2025-05-22,SELL_ALL,77200,0.698,108003.89,0,跌破MA17清仓
512600,2025-05-28,BUY_HALF,77500,0.696,54047.7,77500,低位MACD且上穿MA5
512600,2025-05-29,SELL_ALL,77500,0.696,107971.52,0,跌破MA17清仓
512600,2025-06-11,BUY_HALF,77300,0.698,53999.93,77300,低位MACD且上穿MA5
512600,2025-06-12,SELL_ALL,77300,0.692,107475.49,0,跌破MA17清仓
512600,2025-06-20,BUY_HALF,79500,0.675,53796.89,79500,低位MACD且上穿MA5
512600,2025-06-23,SELL_ALL,79500,0.67,107045.91,0,跌破MA17清仓
512600,2025-06-24,BUY_HALF,79300,0.674,53581.67,79300,低位MACD且上穿MA5
512600,2025-06-25,SELL_ALL,79300,0.678,107330.94,0,跌破MA17清仓
512600,2025-07-03,BUY_HALF,79100,0.678,53685.06,79100,低位MACD且上穿MA5
512600,2025-07-04,BUY_FULL,79100,0.678,39.17,158200,次日仍站上MA5
512600,2025-07-31,SELL_ALL,158200,0.686,108531.81,0,跌破MA17清仓
512600,2025-08-11,BUY_HALF,77400,0.7,54335.56,77400,低位MACD且上穿MA5
512600,2025-08-12,BUY_FULL,77700,0.699,6.96,155100,次日仍站上MA5
512600,2025-09-17,SELL_ALL,155100,0.743,115211.69,0,跌破MA17清仓
512600,2025-10-14,BUY_HALF,79800,0.721,57658.63,79800,低位MACD且上穿MA5
512600,2025-10-15,SELL_ALL,79800,0.724,115416.5,0,跌破MA17清仓
512600,2025-10-31,BUY_HALF,81700,0.706,57718.99,81700,低位MACD且上穿MA5
512600,2025-11-03,SELL_ALL,81700,0.709,115626.91,0,跌破MA17清仓
512600,2025-11-10,BUY_HALF,80000,0.722,57849.59,80000,低位MACD且上穿MA5
512600,2025-11-11,BUY_FULL,80100,0.722,0.04,160100,次日仍站上MA5
512600,2025-11-20,SELL_ALL,160100,0.71,113636.94,0,跌破MA17清仓
512600,2025-11-28,BUY_HALF,80300,0.707,56847.8,80300,低位MACD且上穿MA5
512600,2025-12-01,SELL_ALL,80300,0.705,113442.32,0,跌破MA17清仓
512600,2025-12-15,BUY_HALF,83000,0.683,56736.31,83000,低位MACD且上穿MA5
512600,2025-12-16,SELL_ALL,83000,0.682,113325.33,0,跌破MA17清仓
512600,2026-01-05,BUY_HALF,82900,0.683,56687.65,82900,低位MACD且上穿MA5
512600,2026-01-06,BUY_FULL,82400,0.687,61.86,165300,次日仍站上MA5
512600,2026-01-08,SELL_ALL,165300,0.679,112266.89,0,跌破MA17清仓
512600,2026-01-12,BUY_HALF,82000,0.684,56162.07,82000,低位MACD且上穿MA5
512600,2026-01-13,SELL_ALL,82000,0.68,111905.34,0,跌破MA17清仓
512600,2026-01-29,BUY_HALF,81300,0.688,55954.16,81300,低位MACD且上穿MA5
512600,2026-01-30,SELL_ALL,81300,0.666,110083.71,0,跌破MA17清仓
512600,2026-02-27,BUY_HALF,83200,0.661,55072.01,83200,低位MACD且上穿MA5
512600,2026-03-02,SELL_ALL,83200,0.654,109468.49,0,跌破MA17清仓
512600,2026-03-06,BUY_HALF,83000,0.659,54755.08,83000,低位MACD且上穿MA5
512600,2026-03-09,SELL_ALL,83000,0.659,109435.67,0,跌破MA17清仓
512600,2026-03-27,BUY_HALF,85300,0.641,54741.97,85300,低位MACD且上穿MA5
512600,2026-03-30,SELL_ALL,85300,0.642,109488.14,0,跌破MA17清仓
512600,2026-04-01,BUY_HALF,85500,0.64,54751.72,85500,低位MACD且上穿MA5
512600,2026-04-02,SELL_ALL,85500,0.644,109797.21,0,跌破MA17清仓
512600,2026-04-08,BUY_HALF,85000,0.645,54955.76,85000,低位MACD且上穿MA5
512600,2026-04-09,SELL_ALL,85000,0.637,109084.52,0,跌破MA17清仓
512600,2026-04-14,BUY_HALF,85000,0.641,54583.17,85000,低位MACD且上穿MA5
512600,2026-04-15,BUY_FULL,84900,0.642,61.02,169900,次日仍站上MA5
512600,2026-04-17,SELL_ALL,169900,0.634,107745.3,0,跌破MA17清仓
512600,2026-04-29,BUY_HALF,84500,0.637,53902.66,84500,低位MACD且上穿MA5
512600,2026-04-30,BUY_FULL,84700,0.636,17.29,169200,次日仍站上MA5
512600,2026-05-07,SELL_ALL,169200,0.631,106750.46,0,跌破MA17清仓
512600,2026-05-29,BUY_HALF,90700,0.588,53402.87,90700,低位MACD且上穿MA5
512600,2026-06-01,SELL_ALL,90700,0.589,106809.14,0,跌破MA17清仓
512600,2026-06-11,BUY_HALF,96000,0.556,53417.13,96000,低位MACD且上穿MA5
512600,2026-06-12,SELL_ALL,96000,0.561,107256.97,0,跌破MA17清仓
