code,date,action,shares,price,cash_after,holding_after,reason
512660,2024-01-25,BUY_HALF,58900,0.848,50037.82,58900,低位MACD且上穿MA5
512660,2024-01-26,SELL_ALL,58900,0.839,99440.09,0,跌破MA17清仓
512660,2024-02-06,BUY_HALF,64400,0.771,49772.79,64400,低位MACD且上穿MA5
512660,2024-02-07,BUY_FULL,61500,0.809,4.37,125900,次日仍站上MA5
512660,2024-03-25,SELL_ALL,125900,0.886,111518.3,0,跌破MA17清仓
512660,2024-04-15,BUY_HALF,64200,0.868,55775.99,64200,低位MACD且上穿MA5
512660,2024-04-16,SELL_ALL,64200,0.833,109238.54,0,跌破MA17清仓
512660,2024-04-17,BUY_HALF,63300,0.862,54657.57,63300,低位MACD且上穿MA5
512660,2024-04-18,SELL_ALL,63300,0.866,109458.93,0,跌破MA17清仓
512660,2024-06-28,BUY_HALF,62200,0.879,54768.73,62200,低位MACD且上穿MA5
512660,2024-07-01,SELL_ALL,62200,0.879,109426.12,0,跌破MA17清仓
512660,2024-07-09,BUY_HALF,64500,0.847,54778.24,64500,低位MACD且上穿MA5
512660,2024-07-10,SELL_ALL,64500,0.846,109328.86,0,跌破MA17清仓
512660,2024-07-18,BUY_HALF,62300,0.877,54675.37,62300,低位MACD且上穿MA5
512660,2024-07-19,BUY_FULL,61400,0.89,12.98,123700,次日仍站上MA5
512660,2024-08-05,SELL_ALL,123700,0.884,109330.97,0,跌破MA17清仓
512660,2024-08-29,BUY_HALF,65600,0.833,54669.78,65600,低位MACD且上穿MA5
512660,2024-08-30,SELL_ALL,65600,0.843,109953.99,0,跌破MA17清仓
512660,2024-09-05,BUY_HALF,66500,0.826,55008.51,66500,低位MACD且上穿MA5
512660,2024-09-06,SELL_ALL,66500,0.814,109123.27,0,跌破MA17清仓
512660,2024-09-24,BUY_HALF,66400,0.821,54592.52,66400,低位MACD且上穿MA5
512660,2024-09-25,BUY_FULL,65500,0.833,14.65,131900,次日仍站上MA5
512660,2024-11-15,SELL_ALL,131900,1.084,142951.36,0,跌破MA17清仓
512660,2024-12-20,BUY_HALF,67400,1.06,71485.92,67400,低位MACD且上穿MA5
512660,2024-12-23,SELL_ALL,67400,1.042,141695.65,0,跌破MA17清仓
512660,2024-12-26,BUY_HALF,67200,1.053,70912.83,67200,低位MACD且上穿MA5
512660,2024-12-27,BUY_FULL,66200,1.07,57.58,133400,次日仍站上MA5
512660,2024-12-31,SELL_ALL,133400,1.042,139018.67,0,跌破MA17清仓
512660,2025-01-09,BUY_HALF,70900,0.979,69586.75,70900,低位MACD且上穿MA5
512660,2025-01-10,SELL_ALL,70900,0.967,138126.48,0,跌破MA17清仓
512660,2025-01-14,BUY_HALF,69000,1.0,69105.78,69000,低位MACD且上穿MA5
512660,2025-01-15,SELL_ALL,69000,0.984,136981.41,0,跌破MA17清仓
512660,2025-02-05,BUY_HALF,69300,0.988,68492.47,69300,低位MACD且上穿MA5
512660,2025-02-06,BUY_FULL,67100,1.019,97.06,136400,次日仍站上MA5
512660,2025-02-18,SELL_ALL,136400,0.999,136319.78,0,跌破MA17清仓
512660,2025-03-04,BUY_HALF,65500,1.04,68179.35,65500,低位MACD且上穿MA5
512660,2025-03-05,BUY_FULL,65200,1.044,90.13,130700,次日仍站上MA5
512660,2025-03-24,SELL_ALL,130700,1.059,138459.9,0,跌破MA17清仓
512660,2025-04-09,BUY_HALF,69200,0.999,69308.36,69200,低位MACD且上穿MA5
512660,2025-04-10,SELL_ALL,69200,1.01,139179.4,0,跌破MA17清仓
512660,2025-04-21,BUY_HALF,68700,1.012,69634.14,68700,低位MACD且上穿MA5
512660,2025-04-22,BUY_FULL,69100,1.006,98.68,137800,次日仍站上MA5
512660,2025-04-24,SELL_ALL,137800,0.995,137168.55,0,跌破MA17清仓
512660,2025-04-30,BUY_HALF,68700,0.998,68585.38,68700,低位MACD且上穿MA5
512660,2025-05-06,BUY_FULL,67600,1.014,18.42,136300,次日仍站上MA5
512660,2025-05-23,SELL_ALL,136300,1.029,140229.04,0,跌破MA17清仓
512660,2025-05-29,BUY_HALF,66900,1.047,70163.73,66900,低位MACD且上穿MA5
512660,2025-05-30,BUY_FULL,66900,1.048,31.5,133800,次日仍站上MA5
512660,2025-06-12,SELL_ALL,133800,1.041,139275.51,0,跌破MA17清仓
512660,2025-06-13,BUY_HALF,65900,1.056,69664.23,65900,低位MACD且上穿MA5
512660,2025-06-16,BUY_FULL,65900,1.056,52.96,131800,次日仍站上MA5
512660,2025-06-19,SELL_ALL,131800,1.045,137742.64,0,跌破MA17清仓
512660,2025-06-23,BUY_HALF,65500,1.051,68881.48,65500,低位MACD且上穿MA5
512660,2025-06-24,BUY_FULL,65100,1.057,50.14,130600,次日仍站上MA5
512660,2025-09-03,SELL_ALL,130600,1.202,156984.25,0,跌破MA17清仓
512660,2025-09-19,BUY_HALF,65600,1.195,78568.73,65600,低位MACD且上穿MA5
512660,2025-09-22,SELL_ALL,65600,1.201,157330.69,0,跌破MA17清仓
512660,2025-09-24,BUY_HALF,65300,1.203,78751.23,65300,低位MACD且上穿MA5
512660,2025-09-25,BUY_FULL,65600,1.2,7.61,130900,次日仍站上MA5
512660,2025-10-17,SELL_ALL,130900,1.177,154030.69,0,跌破MA17清仓
512660,2025-10-24,BUY_HALF,63700,1.208,77058.0,63700,低位MACD且上穿MA5
512660,2025-10-27,BUY_FULL,63000,1.222,48.91,126700,次日仍站上MA5
512660,2025-10-31,SELL_ALL,126700,1.204,152549.94,0,跌破MA17清仓
512660,2025-11-06,BUY_HALF,63300,1.203,76377.2,63300,低位MACD且上穿MA5
512660,2025-11-07,SELL_ALL,63300,1.195,151998.01,0,跌破MA17清仓
512660,2025-11-17,BUY_HALF,63900,1.188,76062.03,63900,低位MACD且上穿MA5
512660,2025-11-18,SELL_ALL,63900,1.172,150930.37,0,跌破MA17清仓
512660,2025-11-24,BUY_HALF,63500,1.188,75469.73,63500,低位MACD且上穿MA5
512660,2025-11-25,SELL_ALL,63500,1.182,150504.22,0,跌破MA17清仓
512660,2025-12-01,BUY_HALF,63500,1.184,75297.66,63500,低位MACD且上穿MA5
512660,2025-12-02,BUY_FULL,63700,1.181,45.39,127200,次日仍站上MA5
512660,2025-12-03,SELL_ALL,127200,1.169,148697.58,0,跌破MA17清仓
512660,2025-12-05,BUY_HALF,61700,1.204,74388.5,61700,低位MACD且上穿MA5
