code,date,action,shares,price,cash_after,holding_after,reason
512170,2024-01-24,BUY_HALF,140400,0.356,50002.61,140400,低位MACD且上穿MA5
512170,2024-01-25,SELL_ALL,140400,0.36,100531.44,0,跌破MA17清仓
512170,2024-02-06,BUY_HALF,148200,0.339,50276.57,148200,低位MACD且上穿MA5
512170,2024-02-07,BUY_FULL,142700,0.352,31.1,290900,次日仍站上MA5
512170,2024-03-07,SELL_ALL,290900,0.345,100361.49,0,跌破MA17清仓
512170,2024-04-01,BUY_HALF,147500,0.34,50196.45,147500,低位MACD且上穿MA5
512170,2024-04-02,SELL_ALL,147500,0.336,99741.58,0,跌破MA17清仓
512170,2024-04-18,BUY_HALF,156700,0.318,49896.03,156700,低位MACD且上穿MA5
512170,2024-04-19,SELL_ALL,156700,0.313,98928.42,0,跌破MA17清仓
512170,2024-04-22,BUY_HALF,155900,0.317,49493.29,155900,低位MACD且上穿MA5
512170,2024-04-23,SELL_ALL,155900,0.32,99366.32,0,跌破MA17清仓
512170,2024-06-04,BUY_HALF,151800,0.327,49712.83,151800,低位MACD且上穿MA5
512170,2024-06-05,SELL_ALL,151800,0.326,99184.79,0,跌破MA17清仓
512170,2024-06-12,BUY_HALF,153000,0.324,49597.91,153000,低位MACD且上穿MA5
512170,2024-06-13,SELL_ALL,153000,0.32,98543.23,0,跌破MA17清仓
512170,2024-06-26,BUY_HALF,161400,0.305,49301.46,161400,低位MACD且上穿MA5
512170,2024-06-27,SELL_ALL,161400,0.3,97706.93,0,跌破MA17清仓
512170,2024-07-05,BUY_HALF,167200,0.292,48869.89,167200,低位MACD且上穿MA5
512170,2024-07-08,SELL_ALL,167200,0.283,96173.29,0,跌破MA17清仓
512170,2024-07-11,BUY_HALF,162900,0.295,48103.37,162900,低位MACD且上穿MA5
512170,2024-07-12,BUY_FULL,163000,0.295,3.95,325900,次日仍站上MA5
512170,2024-07-15,SELL_ALL,325900,0.289,94160.79,0,跌破MA17清仓
512170,2024-07-17,BUY_HALF,159000,0.296,47082.67,159000,低位MACD且上穿MA5
512170,2024-07-18,BUY_FULL,156800,0.3,28.56,315800,次日仍站上MA5
512170,2024-07-23,SELL_ALL,315800,0.292,92214.5,0,跌破MA17清仓
512170,2024-07-31,BUY_HALF,153600,0.3,46120.67,153600,低位MACD且上穿MA5
512170,2024-08-01,BUY_FULL,155200,0.297,12.45,308800,次日仍站上MA5
512170,2024-08-09,SELL_ALL,308800,0.296,91389.82,0,跌破MA17清仓
