code,date,action,shares,price,cash_after,holding_after,reason
512010,2024-01-24,BUY_HALF,131800,0.379,50032.81,131800,低位MACD且上穿MA5
512010,2024-01-25,SELL_ALL,131800,0.382,100365.31,0,跌破MA17清仓
512010,2024-02-06,BUY_HALF,138200,0.363,50183.66,138200,低位MACD且上穿MA5
512010,2024-02-07,BUY_FULL,134800,0.372,23.02,273000,次日仍站上MA5
512010,2024-03-07,SELL_ALL,273000,0.369,100729.8,0,跌破MA17清仓
512010,2024-04-01,BUY_HALF,136400,0.369,50383.1,136400,低位MACD且上穿MA5
512010,2024-04-02,SELL_ALL,136400,0.363,99881.44,0,跌破MA17清仓
512010,2024-04-17,BUY_HALF,141000,0.354,49952.47,141000,低位MACD且上穿MA5
512010,2024-04-18,SELL_ALL,141000,0.35,99287.66,0,跌破MA17清仓
512010,2024-04-23,BUY_HALF,140500,0.353,49676.28,140500,低位MACD且上穿MA5
512010,2024-04-24,SELL_ALL,140500,0.351,98976.99,0,跌破MA17清仓
512010,2024-06-04,BUY_HALF,138500,0.357,49517.66,138500,低位MACD且上穿MA5
512010,2024-06-05,SELL_ALL,138500,0.357,98947.32,0,跌破MA17清仓
512010,2024-06-12,BUY_HALF,139700,0.354,49478.69,139700,低位MACD且上穿MA5
512010,2024-06-13,SELL_ALL,139700,0.349,98219.36,0,跌破MA17清仓
512010,2024-06-26,BUY_HALF,146900,0.334,49140.04,146900,低位MACD且上穿MA5
512010,2024-06-27,SELL_ALL,146900,0.329,97455.64,0,跌破MA17清仓
512010,2024-07-05,BUY_HALF,149800,0.325,48756.04,149800,低位MACD且上穿MA5
512010,2024-07-08,SELL_ALL,149800,0.317,96228.39,0,跌破MA17清仓
512010,2024-07-11,BUY_HALF,146100,0.329,48147.07,146100,低位MACD且上穿MA5
512010,2024-07-12,BUY_FULL,146200,0.329,32.84,292300,次日仍站上MA5
512010,2024-07-26,SELL_ALL,292300,0.328,95878.48,0,跌破MA17清仓
512010,2024-07-31,BUY_HALF,143400,0.334,47968.51,143400,低位MACD且上穿MA5
512010,2024-08-01,BUY_FULL,144400,0.332,13.33,287800,次日仍站上MA5
512010,2024-08-09,SELL_ALL,287800,0.331,95246.55,0,跌破MA17清仓
512010,2024-08-29,BUY_HALF,150100,0.317,47650.57,150100,低位MACD且上穿MA5
512010,2024-08-30,SELL_ALL,150100,0.323,96118.33,0,跌破MA17清仓
