code,date,action,shares,price,cash_after,holding_after,reason
588080,2025-01-22,BUY_FULL,69500,1.0,3.99,138900,次日仍站上MA5
588080,2025-01-27,SELL_ALL,138900,0.98,136085.16,0,跌破MA17清仓
588080,2025-02-05,BUY_HALF,67600,1.006,68059.16,67600,低位MACD且上穿MA5
588080,2025-02-06,BUY_FULL,65700,1.035,39.26,133300,次日仍站上MA5
588080,2025-03-13,SELL_ALL,133300,1.095,145958.97,0,跌破MA17清仓
588080,2025-04-09,BUY_HALF,72800,1.001,73064.3,72800,低位MACD且上穿MA5
588080,2025-04-10,SELL_ALL,72800,1.015,146934.14,0,跌破MA17清仓
588080,2025-04-21,BUY_HALF,70400,1.042,73555.33,70400,低位MACD且上穿MA5
588080,2025-04-22,BUY_FULL,70700,1.04,5.27,141100,次日仍站上MA5
588080,2025-05-09,SELL_ALL,141100,1.031,145435.73,0,跌破MA17清仓
588080,2025-05-14,BUY_HALF,70000,1.038,72753.93,70000,低位MACD且上穿MA5
588080,2025-05-15,SELL_ALL,70000,1.023,144342.45,0,跌破MA17清仓
588080,2025-05-29,BUY_HALF,71100,1.014,72225.42,71100,低位MACD且上穿MA5
588080,2025-05-30,SELL_ALL,71100,1.005,143659.48,0,跌破MA17清仓
588080,2025-06-03,BUY_HALF,71200,1.008,71868.35,71200,低位MACD且上穿MA5
588080,2025-06-04,SELL_ALL,71200,1.014,144043.49,0,跌破MA17清仓
588080,2025-06-24,BUY_HALF,71700,1.003,72106.82,71700,低位MACD且上穿MA5
588080,2025-06-25,BUY_FULL,70500,1.022,34.2,142200,次日仍站上MA5
588080,2025-09-04,SELL_ALL,142200,1.252,178015.19,0,跌破MA17清仓
588080,2025-11-26,BUY_HALF,66400,1.34,89012.5,66400,低位MACD且上穿MA5
588080,2025-11-27,SELL_ALL,66400,1.336,177696.29,0,跌破MA17清仓
588080,2025-12-04,BUY_HALF,65800,1.349,88905.46,65800,低位MACD且上穿MA5
588080,2025-12-05,SELL_ALL,65800,1.351,177774.59,0,跌破MA17清仓
588080,2025-12-12,BUY_HALF,64700,1.372,88979.56,64700,低位MACD且上穿MA5
588080,2025-12-15,SELL_ALL,64700,1.343,175845.59,0,跌破MA17清仓
588080,2025-12-17,BUY_HALF,65000,1.351,88004.25,65000,低位MACD且上穿MA5
588080,2025-12-18,SELL_ALL,65000,1.331,174493.29,0,跌破MA17清仓
588080,2025-12-19,BUY_HALF,65200,1.336,87359.96,65200,低位MACD且上穿MA5
588080,2025-12-22,BUY_FULL,64100,1.361,93.69,129300,次日仍站上MA5
588080,2026-01-30,SELL_ALL,129300,1.538,198897.43,0,跌破MA17清仓
588080,2026-03-06,BUY_HALF,68800,1.444,99520.42,68800,低位MACD且上穿MA5
588080,2026-03-09,SELL_ALL,68800,1.421,197255.9,0,跌破MA17清仓
588080,2026-03-10,BUY_HALF,68000,1.449,98694.34,68000,低位MACD且上穿MA5
588080,2026-03-11,SELL_ALL,68000,1.432,196041.12,0,跌破MA17清仓
588080,2026-03-25,BUY_HALF,72900,1.343,98107.05,72900,低位MACD且上穿MA5
588080,2026-03-26,SELL_ALL,72900,1.316,194014.67,0,跌破MA17清仓
588080,2026-03-27,BUY_HALF,72900,1.329,97101.51,72900,低位MACD且上穿MA5
588080,2026-03-30,SELL_ALL,72900,1.318,193154.88,0,跌破MA17清仓
588080,2026-04-01,BUY_HALF,72800,1.326,96593.12,72800,低位MACD且上穿MA5
588080,2026-04-02,SELL_ALL,72800,1.29,190476.95,0,跌破MA17清仓
588080,2026-04-07,BUY_HALF,73100,1.302,95272.19,73100,低位MACD且上穿MA5
588080,2026-04-08,BUY_FULL,68800,1.383,93.25,141900,次日仍站上MA5
588080,2026-05-29,SELL_ALL,141900,1.791,254159.91,0,跌破MA17清仓
